Performance counter,Mnemonic,Correlation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
LONGEST_LAT_CACHE.MISS,cache-misses:u,0.85889494939,3201,4212,5457,1393,1527,1757,1588,1673,1680,1668,2011,1617,1965,1697,1745,1876,1984,1561,1691,1678,1608,1664,1724,1619,1763,1558,1790,1782,1614,1605,1756,1717
CPU_CLK_UNHALTED.THREAD_P,cycles:u,1.0,19911654,20076048,20979715,16956693,12483429,11854095,11847166,11859232,11852757,11840034,11844605,11824271,11806045,11800310,11793950,11778754,11765815,11767087,11739979,11742025,11753115,11751846,11757090,11768594,11772830,11752450,11757430,11752776,11752501,11752944,11758877,11751292
CPU_CLK_THREAD_UNHALTED.REF_XCLK,bus-cycles:u,0.999540391391,517633,525546,559628,436307,321410,303849,304211,304447,304277,304246,304580,304863,303032,302738,303267,302875,302742,303331,302363,302116,302745,303252,303819,302041,302561,301813,302340,301834,301407,301739,301348,301942
L1D_PEND_MISS.PENDING,r0148:u,0.682673323021,16891,65607,230156,2334,4033,5703,9458,10018,9904,9473,14355,17741,8657,8264,7746,9052,8101,8832,8679,10163,15160,11219,9064,10156,9403,11927,10908,8100,8252,10496,10452,9351
DTLB_STORE_MISSES.MISS_CAUSES_A_WALK,r0149:u,0.871739104107,45,65,28,6,5,4,3,2,1,3,2,2,2,3,1,3,2,4,2,4,6,3,2,4,5,6,4,4,3,3,4,2
DTLB_STORE_MISSES.WALK_COMPLETED_4K,r0249:u,0.869495464058,44,64,27,6,5,4,3,3,2,3,2,2,2,3,2,2,2,4,2,4,6,3,2,4,5,6,4,4,2,2,4,2
DTLB_STORE_MISSES.WALK_COMPLETED_2M_4M,r0449:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTLB_STORE_MISSES.WALK_COMPLETED,r0e49:u,0.811725233678,12,74,65,4,6,3,8,5,4,3,3,1,2,5,1,5,3,3,3,2,5,5,0,2,5,2,6,3,2,2,3,5
DTLB_STORE_MISSES.WALK_DURATION,r1049:u,0.83810029845,716,2680,2586,267,309,119,242,509,233,149,405,149,251,251,111,140,220,198,169,382,130,241,34,150,243,239,197,289,147,144,153,170
DTLB_STORE_MISSES.STLB_HIT_4K,r2049:u,-0.983240840247,510,412,366,569,740,771,777,762,790,769,764,773,772,755,763,762,759,751,757,739,764,768,784,791,753,766,735,771,783,753,774,779
DTLB_STORE_MISSES.STLB_HIT_2M,r4049:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTLB_STORE_MISSES.STLB_HIT,r6049:u,-0.98620465412,495,459,427,587,760,789,794,772,778,764,765,797,774,784,774,754,772,762,749,768,773,770,741,748,757,762,792,765,748,738,774,765
DTLB_STORE_MISSES.PDE_CACHE_MISS,r8049:u,0.533236904368,0,1,1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,-1,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0
LOAD_HIT_PRE.SW_PF,r014c:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOAD_HIT_PRE.HW_PF,r024c:u,0.854398044351,1833,5434,4092,838,1029,928,1351,601,553,780,314,521,355,495,315,690,492,353,383,375,448,354,666,364,299,278,321,355,219,269,275,237
L1D.REPLACEMENT,r0151:u,0.857094150985,131592,131698,131506,131464,131457,131354,131344,131361,131337,131312,131301,131396,131317,131318,131346,131357,131338,131327,131413,131374,131341,131294,131293,131304,131293,131279,131287,131263,131263,131285,131272,131289
MOVE_ELIMINATION.INT_NOT_ELIMINATED,r0458:u,0.0670724680846,-3,3,2,-6,-4,2,3,-7,-4,-2,1,11,1,-3,3,-2,-5,-2,4,4,-5,-1,-4,2,-8,-2,-1,4,-6,-2,-6,-5
MOVE_ELIMINATION.SIMD_NOT_ELIMINATED,r0858:u,0.139708984219,10,17,18,12,14,14,14,11,12,12,16,13,15,15,15,15,14,14,9,5,4,15,18,16,13,15,13,12,13,15,16,16
MOVE_ELIMINATION.INT_ELIMINATED,r0158:u,0.0749550962101,-4,26,9,-40,-25,-3,19,-33,-6,-10,-6,96,2,-54,21,-29,-26,-3,6,22,-19,7,-12,38,-50,-6,3,48,-36,-18,-63,-6
MOVE_ELIMINATION.SIMD_ELIMINATED,r0258:u,0.693596249432,1048986,1049688,1049147,1048923,1048962,1048914,1048887,1048930,1048906,1048853,1048888,1048881,1048894,1048859,1048917,1048872,1048910,1048879,1048756,1048726,1048679,1048837,1048931,1048907,1048930,1048927,1048894,1048939,1048903,1048893,1048872,1048900
CPL_CYCLES.RING0,r015c:u,0.776398909691,2,3,3,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1
CPL_CYCLES.RING123,r025c:u,0.999971925597,19876086,20127308,20886442,16954113,12484500,11871415,11855235,11871777,11845735,11845657,11848223,11831017,11817105,11798219,11786974,11772621,11759397,11763430,11745177,11748120,11757744,11746126,11767713,11761825,11763643,11747515,11758297,11769398,11760083,11752568,11758029,11765882
RS_EVENTS.EMPTY_CYCLES,r015e:u,0.923816226065,79868,119103,94198,19200,14063,15715,13041,16387,15990,10898,16026,12581,13519,11703,14121,12877,16326,13973,8770,12984,12678,14032,15233,17040,19373,15777,14837,19661,14551,11563,11046,17734
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,r0160:u,0.966594531645,260554661,265835290,259000404,193441766,153807128,142387668,127189686,126528177,131547189,138194809,127373564,139144836,134884885,136174977,136801767,142729058,108352157,115616425,124477744,121289810,135918973,129039108,141365131,118579625,118678988,117064982,115487761,135004775,153572233,134798105,132978721,123746199
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_CODE_RD,r0260:u,0.800012843591,129523380,92890828,147017047,85534247,75291815,40025932,60804733,67668449,38803415,60395894,80664453,67380116,50737238,66641053,54354253,57765704,47383650,64253367,67529106,66143526,91522320,83658850,58899376,58963790,48094413,55532886,56404074,39109400,69442786,40456511,54092005,74990622
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_RFO,r0460:u,0.215139774531,6967094,1564459,9729545,910055,6152316,2162979,1256183,5496220,195237,13743249,2167451,3374405,6837004,1892757,7968095,-1935163,243521,1352082,-682584,5260496,5289080,6792158,1366682,734383,3082372,5346441,425933,-833694,8112103,-1546755,1599953,1819039
OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD,r0860:u,0.910101714901,142993699,127036078,101601131,112131397,86517306,72613293,68710544,65664966,72907030,71706853,68775946,70837749,66957653,72641067,65515429,77581753,68818539,69963705,71338094,63684872,75128937,74494956,74411877,66819829,69747291,62779767,70811410,66551582,73890130,65041298,70794068,63053954
LOCK_CYCLES.SPLIT_LOCK_UC_LOCK_DURATION,r0163:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOCK_CYCLES.CACHE_LOCK_DURATION,r0263:u,-0.130725112264,-1,0,-1,0,-1,-1,0,-1,0,-1,-1,0,0,-1,0,0,0,0,-1,-1,0,0,0,-1,0,-1,0,0,0,-1,0,0
IDQ.EMPTY,r0279:u,0.724856800263,36645,47530,15011,12891,10306,13125,13840,10713,15948,11510,12285,12599,9341,13212,11292,18414,11066,10594,8088,4966,5542,12281,15032,11975,10954,12511,11324,11669,12445,10526,10661,12283
IDQ.MITE_UOPS,r0479:u,0.15791103388,17373,18341,5050,4292,3255,3918,3836,2864,31728,3200,2981,3066,-6014,3711,2955,53103,2239,3195,2591,2178,2426,12391,33768,2820,-23213,3647,3065,2890,4586,-37239,2345,3379
IDQ.DSB_UOPS,r0879:u,0.459357109125,55848,78144,15834,14449,18429,18605,15741,20765,18283,16405,15744,16452,18650,19048,16858,19445,17331,17291,9440,8556,7605,-74866,14839,17842,19232,20260,19480,18842,20658,17743,16974,19702
IDQ.MS_DSB_UOPS,r1079:u,0.45322579284,239,266,1,-73,77,18,-6,89,-3,30,58,63,39,-34,-25,26,110,43,-163,-118,78,-15,-53,72,41,-7,-5,-63,-59,-89,19,66
IDQ.MS_MITE_UOPS,r2079:u,0.709639625392,24165,24303,7062,6043,6744,6533,6102,7341,7024,6615,5773,6411,6695,7093,6125,6717,6797,6803,3743,3090,2432,5528,5711,6851,6764,7230,7588,7000,7756,6212,6471,7465
IDQ.MS_UOPS,r3079:u,0.708284890819,24404,24569,7063,5970,6823,6552,6096,7431,7022,6645,5831,6475,6734,7059,6100,6743,6908,6846,3580,2973,2510,5513,5659,6924,6805,7223,7583,6937,7698,6123,6490,7531
IDQ.ALL_DSB_CYCLES_ANY_UOPS,r01001879:u,0.580471426381,29311,43906,9553,4303,4899,4819,6023,4991,5936,34751,4686,4902,5142,4091,5683,6143,5499,9555,15105,3457,2461,5327,4873,8114,4801,4779,5251,5737,5180,4988,5103,5183
IDQ.ALL_DSB_CYCLES_4_UOPS,r04001879:u,0.620800366229,14629,22678,4607,2452,2799,2714,3363,2754,3448,14427,2545,2663,2909,2354,3250,3294,2999,4535,6436,1805,1189,3035,2729,4070,2727,2666,3020,3071,2931,2783,2746,2844
IDQ.ALL_MITE_CYCLES_ANY_UOPS,r01002479:u,0.691653178831,21233,23558,5334,3444,3326,3572,4313,3675,4121,12427,3421,3516,3934,2901,3745,4142,4266,4867,6063,2604,1895,3966,3868,4778,3435,3419,3996,3723,3634,3667,3468,3506
IDQ.ALL_MITE_CYCLES_4_UOPS,r04002479:u,0.615483877179,10205,9965,2790,1182,1229,1243,1645,1355,1584,9012,1315,1300,1417,1085,1369,1677,1569,2511,3883,1025,728,1422,1409,2180,1248,1320,1547,1570,1308,1395,1357,1265
IDQ.MITE_ALL_UOPS,r3c79:u,0.295889015836,105258,99555,30747,24927,239702,30582,27153,30646,52899,28503,28565,30787,29715,26965,31460,25276,29474,26914,43164,13156,22022,35894,26468,24546,29075,-25652,22348,30319,25917,52630,25447,23102
ICACHE.MISSES,r0280:u,0.017523949473,4,14,1,0,1,7,2,3,4,-1,6,-8,3,6,6,6,5,4,16,6,9,3,7,4,6,10,17,3,-3,2,2,7
ITLB_MISSES.MISS_CAUSES_A_WALK,r0185:u,0.130982792652,4,2,-1,2,2,0,2,1,2,1,1,0,2,0,2,2,1,3,1,0,1,1,3,2,1,1,2,0,1,1,0,1
ITLB_MISSES.WALK_COMPLETED_4K,r0285:u,0.440968790702,2,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0
ITLB_MISSES.WALK_COMPLETED_2M_4M,r0485:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.WALK_COMPLETED,r0e85:u,0.431882512828,0,1,0,1,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.WALK_DURATION,r1085:u,0.652848716887,316,568,193,131,98,109,102,130,92,131,183,128,142,132,117,188,161,123,182,142,245,78,121,102,198,120,148,137,188,125,185,138
ITLB_MISSES.STLB_HIT_4K,r2085:u,0.0166965239592,-1,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,-1,-1,-1,-1,0,-1,-1
ITLB_MISSES.STLB_HIT_2M,r4085:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.STLB_HIT,r6085:u,-0.0725834284696,-1,0,-1,0,-1,-1,0,-1,0,-1,0,-1,0,-1,-1,0,-1,-1,0,0,0,1,-1,0,0,-1,-1,0,0,-1,0,-1
ILD_STALL.LCP,r0187:u,0.385916883276,0,1,0,0,-1,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,0,0,0,-1,0,0,-1,1,0,0,0,-1,-1,-1
ILD_STALL.IQ_FULL,r0487:u,0.778699595188,41526,37343,44554,5539,3233,4498,13091,751,19349,9762,485,1242,1446,714,1955,3233,5677,1183,4501,26177,23943,3688,18407,804,2521,3725,3958,804,4839,6421,2071,583
BR_INST_EXEC.COND.NOTAKEN,r4188:u,0.957642551241,1048515,1048348,1049248,1048808,877345,796697,812033,818131,810971,815572,801626,791500,807951,794675,778421,787892,769594,780021,780216,748582,775470,767996,785266,784687,794105,785691,787653,782749,782717,790551,775248,761060
BR_INST_EXEC.COND.TAKEN,r8188:u,0.682116043874,5244925,5247532,5244562,5244683,5244471,5244205,5244475,5244263,5244077,5244204,5244078,5244237,5244250,5244257,5244223,5244211,5244220,5243924,5243700,5243335,5243228,5243862,5244023,5244325,5244258,5244198,5244069,5244070,5244017,5244200,5243908,5244000
BR_INST_EXEC.DIRECT_JMP.TAKEN,r8288:u,-0.247390526487,8,-14,-14,-15,3,-1,-3,12,4,-6,0,17,-1,-12,-11,17,-3,-2,5,-19,-2,8,-9,-15,1,13,18,-8,12,0,-11,-13
BR_INST_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8488:u,0.614102090178,7,27,0,0,-1,0,-3,2,0,-1,0,0,-1,-1,-3,-1,-2,1,0,1,-1,-1,0,1,0,0,-2,1,0,1,1,0
BR_INST_EXEC.RETURN_NEAR.TAKEN,r8888:u,0.647928608483,37,43,0,0,3,7,2,7,2,-3,7,0,-5,-4,0,2,-1,7,7,5,2,1,3,0,2,-2,-3,1,6,3,-1,3
BR_INST_EXEC.DIRECT_NEAR_CALL.TAKEN,r9088:u,0.657802023215,72,81,-1,-1,1,13,4,9,1,-5,10,-1,-10,-12,-3,3,-3,13,10,6,3,1,6,-3,1,-3,-5,0,9,3,-2,7
BR_INST_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra088:u,0.0692128206015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
BR_INST_EXEC.ALL_BRANCHES,rff88:u,0.955519213653,6294410,6295090,6292251,6294743,6129940,6046916,6046582,6068577,6033809,6045756,6040479,6047653,6028043,6030093,6043492,6020744,6024053,6029653,6048370,5996394,5990036,6037054,6026554,6025183,6039736,6035291,6016009,6034273,6034581,6026433,6017322,6024504
BR_MISP_EXEC.COND.NOTAKEN,r4189:u,0.452002194655,23,20,0,4,11,4,1,8,2,5,10,2,2,-3,9,2,-2,7,10,7,3,6,13,-4,4,3,5,0,4,1,6,5
BR_MISP_EXEC.COND.TAKEN,r8189:u,-0.000871564195051,6,17,-21,-7,17,-6,-10,19,-13,5,24,-6,-5,-37,24,-23,-30,6,25,-11,9,14,24,-33,-8,-8,-5,-5,-1,-8,10,10
BR_MISP_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8489:u,-0.0850905312565,-7,-6,-3,-3,-2,-8,-6,-4,0,11,5,-3,1,-15,14,-11,-20,2,6,0,-1,-15,14,-18,-10,-9,-14,0,7,5,-4,2
BR_MISP_EXEC.RETURN_NEAR.TAKEN,r8889:u,0.718644971904,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR_MISP_EXEC.DIRECT_NEAR_CALL.TAKEN,r9089:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR_MISP_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra089:u,0.225809904131,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,-1,1,0,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,0,0,0,0
BR_MISP_EXEC.ALL_BRANCHES,rff89:u,0.171012006534,19,24,2,0,-9,9,-9,-30,14,5,-26,1,20,-35,54,-2,9,-1,34,-25,-13,-14,6,17,9,-26,-21,3,17,32,13,5
IDQ_UOPS_NOT_DELIVERED.CORE,r019c:u,0.264586548233,3196126,3217561,3169347,3186633,3194686,3178241,3178226,3175799,3174500,3173238,3182518,3176033,3172424,3179952,3179725,3171301,3179798,3175538,3173615,3160967,3168781,3171830,3175453,3180741,3180306,3235283,3177417,3173888,3177026,3173674,3179500,3219581
UOPS_EXECUTED_PORT.PORT_0,r01a1:u,0.997046602654,17627202,18889768,18503555,14685080,7049536,6586651,6578077,6623025,6569198,6577249,6590344,6593697,6581573,6548864,6555389,6541187,6495742,6508790,6448816,6457250,6479085,6451101,6487300,6479056,6510743,6436608,6488427,6450304,6494322,6454687,6530777,6488219
UOPS_EXECUTED_PORT.PORT_1,r02a1:u,0.381935563702,5251662,5839940,6850345,6421838,5881782,5796576,5785012,5797183,5783577,5795885,5803241,5805120,5803133,5805568,5813005,5808049,5808819,5821074,5810066,5804301,5808452,5817570,5813031,5814505,5808563,5806631,5816958,5809088,5806403,5809777,5818109,5811155
UOPS_EXECUTED_PORT.PORT_2,r04a1:u,-0.537926201953,8460631,8551728,8568838,8565995,8566745,8606548,8585845,8569517,8590905,8555586,8594340,8612312,8604078,8583495,8584323,8551288,8628748,8629289,8552285,8542124,8567021,8637227,8623362,8596284,8641632,8612722,8585584,8585866,8651061,8574176,8625502,8610823
UOPS_EXECUTED_PORT.PORT_3,r08a1:u,0.570238995265,8326393,8241004,8213774,8215776,8215924,8175283,8195504,8212906,8190676,8225694,8187044,8168772,8177469,8198058,8197389,8229785,8153028,8152065,8227515,8237073,8211443,8144764,8158260,8185302,8139958,8168700,8195676,8195402,8130430,8207252,8155409,8171129
UOPS_EXECUTED_PORT.PORT_4,r10a1:u,0.602590460666,6292822,6293968,6292322,6292498,6292412,6292599,6292419,6292244,6292409,6292183,6292334,6292355,6292276,6292315,6292343,6292317,6292291,6292214,6292036,6291926,6291564,6292284,6292315,6292406,6292456,6292266,6292277,6292359,6292288,6292440,6292253,6292287
UOPS_EXECUTED_PORT.PORT_5,r20a1:u,0.605442962026,8110288,8101997,7866899,8233928,8149615,7797721,7800335,7791669,7799113,7802179,7804004,7789914,7829998,7782369,7824445,7807047,7814267,7886823,7842561,7902564,7910435,7942196,7843117,7868240,7848686,7870837,7864354,7875128,7874088,7874916,7863118,7864645
UOPS_EXECUTED_PORT.PORT_6,r40a1:u,0.985315819877,10781884,10798176,11014683,10647972,9728002,9289449,9288276,9279735,9287286,9288916,9285848,9283759,9288030,9281302,9272113,9269496,9275661,9287626,9284258,9257668,9262117,9279230,9285440,9270096,9285585,9276875,9269639,9277517,9281643,9284518,9285193,9283282
