Performance counter,Mnemonic,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
L2_RQSTS.RFO_MISS,r2224:u,3251,3200,3211,3057,2992,3109,2917,3242,3208,3069,2988,3009,3104,3275,2930,3200,3246,3060,3143,3075,2940,3001,2959,3065,3303,3078,3348,3257,3070,3175,3093,3166
L2_RQSTS.ALL_RFO,re224:u,98467,98505,98443,98509,98560,98547,98461,98397,98403,98466,98461,98481,98469,98442,98461,98488,98480,98486,98484,98530,98543,98499,98441,98427,98421,98516,98476,98488,98453,98505,98442,98475
L2_RQSTS.CODE_RD_HIT,r4424:u,724,704,710,736,710,710,708,695,766,686,721,681,766,712,659,683,735,719,710,756,723,711,684,696,739,727,733,718,738,686,726,724
L2_RQSTS.CODE_RD_MISS,r2424:u,1548,1544,1526,1536,1533,1541,1501,1483,1570,1468,1513,1451,1558,1532,1474,1528,1553,1533,1511,1544,1548,1523,1480,1494,1555,1563,1560,1521,1548,1496,1546,1538
L2_RQSTS.ALL_DEMAND_MISS,r2724:u,6459,6699,6448,6307,6329,6252,6425,6316,6739,6379,6265,6240,6381,6540,6208,6477,6435,6486,6422,6363,6446,6255,6294,6380,6490,6553,6482,6386,6456,6387,6385,6305
L2_RQSTS.ALL_DEMAND_REFERENCES,re724:u,104064,103901,103706,103921,103901,104132,104206,104270,104150,104346,104278,104203,104328,104188,104358,104289,104186,104345,104250,104428,104332,104430,104761,104661,104369,104296,104361,104404,104282,104126,104438,104329
L2_RQSTS.ALL_CODE_RD,re424:u,2289,2299,2167,2145,2100,2261,2286,2322,2155,2320,2271,2222,2303,2244,2275,2255,2162,2297,2226,2262,2315,2286,2288,2210,2240,2217,2329,2213,2236,2157,2299,2202
L2_RQSTS.L2_PF_HIT,r5024:u,3772,3643,3597,3601,3588,3637,3702,3626,3603,3631,3596,3572,3645,3644,3629,3553,3580,3612,3593,3629,3624,3601,3586,3582,3583,3588,3640,3582,3578,3629,3631,3559
L2_RQSTS.L2_PF_MISS,r3024:u,160721,160770,160905,160898,160944,160741,160362,160831,160872,160956,160825,160980,160707,160757,160614,160973,160915,160790,160948,160766,160838,160849,160859,160877,160790,160947,160739,160903,160796,160823,160759,161088
L2_RQSTS.ALL_PF,rf824:u,230257,230823,230812,230661,230608,230253,230328,230390,230363,230286,230140,230249,230496,230018,230394,230392,230293,230312,230410,230284,230295,230163,229520,229879,230196,230160,230224,230169,230356,230075,229968,230278
L2_RQSTS.MISS,r3f24:u,168848,169064,168760,168744,168793,168871,168841,168995,168964,168931,168869,168945,168944,168856,168771,168802,168906,168844,168961,168936,168907,168840,168934,168860,168912,169038,168952,168929,168939,168950,168906,168758
L2_RQSTS.REFERENCES,rff24:u,334401,334756,334593,334613,334562,334432,334483,334617,334598,334492,334297,334556,334725,334274,334555,334618,334660,334545,334692,334580,334462,334441,334350,334607,334539,334610,334574,334443,334680,334426,334348,334517
L2_DEMAND_RQSTS.WB_HIT,r5027:u,98142,98085,98100,98065,98087,97912,98025,97973,97909,98016,97824,97966,98040,97964,98068,97992,98123,98038,97998,97854,97883,97996,97802,97959,98102,98098,98034,97913,98017,97991,98038,97914
LONGEST_LAT_CACHE.REFERENCE,cache-references:u,8656,8422,8135,8465,8906,8347,8563,8182,8452,8550,8618,8416,8112,8150,8316,8406,8450,8682,8482,8483,8250,8280,8487,8391,8332,8314,8547,8536,8168,8505,8234,8169
LONGEST_LAT_CACHE.MISS,cache-misses:u,3534,2893,2561,2874,2993,2780,2749,2664,2969,3234,3158,2713,2635,2611,2631,2669,2786,3033,3060,3015,2863,2631,2846,2812,2748,2931,3066,3151,2743,2662,2773,2770
CPU_CLK_UNHALTED.THREAD_P,cycles:u,39779642,40111261,40340592,39874481,39596636,39245105,39045772,39050291,39029158,39050581,39060115,39033258,39023709,39039419,39036710,39030186,39056436,39050396,39058710,39048274,39054337,39058102,39037714,39041882,39053050,39053190,39043942,39049723,39037974,39039426,39039921,39035293
CPU_CLK_THREAD_UNHALTED.REF_XCLK,bus-cycles:u,1026696,1034846,1041092,1029762,1023252,1012917,1005834,1006750,1005756,1008879,1008214,1006014,1004185,1006681,1007832,1006505,1008674,1011771,1007543,1008823,1009063,1007507,1008762,1005949,1007135,1008198,1008429,1006702,1008192,1007496,1008107,1009653
L1D_PEND_MISS.PENDING,r0148:u,166186,166996,158312,164719,155812,164186,163934,166943,164868,166813,164114,166752,167340,163235,161316,162688,169033,168061,169640,165116,163834,166798,166797,175590,170941,173232,168505,166726,167218,166644,170700,170648
DTLB_STORE_MISSES.MISS_CAUSES_A_WALK,r0149:u,1877,1878,1927,1936,1873,1847,1838,1833,1838,1831,1834,1834,1849,1837,1838,1832,1831,1830,1843,1832,1833,1841,1835,1832,1834,1835,1830,1835,1838,1833,1835,1836
DTLB_STORE_MISSES.WALK_COMPLETED_4K,r0249:u,1768,1777,1781,1768,1769,1776,1774,1761,1771,1764,1764,1763,1768,1770,1771,1767,1768,1766,1772,1774,1767,1773,1769,1765,1769,1773,1765,1768,1768,1768,1760,1768
DTLB_STORE_MISSES.WALK_COMPLETED_2M_4M,r0449:u,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
DTLB_STORE_MISSES.WALK_COMPLETED,r0e49:u,1770,1783,1782,1777,1779,1771,1778,1765,1773,1769,1764,1770,1781,1776,1773,1776,1766,1767,1772,1778,1782,1779,1766,1778,1776,1770,1768,1780,1775,1774,1772,1771
DTLB_STORE_MISSES.WALK_DURATION,r1049:u,35117,35345,35759,35954,35304,34861,35304,34688,35026,34790,34444,34752,35303,35087,35058,35142,34765,34626,34923,35175,35467,34953,34676,34996,35178,34950,34713,35422,35242,34798,34982,34825
DTLB_STORE_MISSES.STLB_HIT_4K,r2049:u,1762,1844,1717,1537,1688,1647,1645,1746,1620,1790,1650,1806,1650,1659,1718,1823,1824,1637,1703,1603,1788,1647,1629,1696,1855,1624,1652,1641,1705,1844,1697,1797
DTLB_STORE_MISSES.STLB_HIT_2M,r4049:u,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
DTLB_STORE_MISSES.STLB_HIT,r6049:u,1604,1866,2058,1589,1957,1694,1626,1858,1791,1844,1638,1652,1684,1915,1740,1700,1740,1740,1691,1659,1600,1697,1679,1826,1873,1614,1711,1625,1640,1699,1801,1620
DTLB_STORE_MISSES.PDE_CACHE_MISS,r8049:u,585,582,585,585,586,585,582,584,586,585,586,584,585,581,584,586,585,587,586,584,585,581,584,584,584,584,583,585,586,585,585,584
LOAD_HIT_PRE.SW_PF,r014c:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOAD_HIT_PRE.HW_PF,r024c:u,7683,7709,8558,8603,8236,8354,7771,7954,9578,7933,8082,8236,8781,8686,8708,9000,8280,8063,8026,8468,8168,8456,8352,8636,8921,7818,8223,8158,8103,8314,8272,8718
L1D.REPLACEMENT,r0151:u,168111,168250,168204,168236,168275,168242,168269,168162,168155,168197,168179,168208,168157,168205,168214,168096,168159,168148,168083,168254,168184,168079,168127,168112,168178,168132,168095,168178,168161,168158,168168,168128
MOVE_ELIMINATION.INT_NOT_ELIMINATED,r0458:u,5947,5944,5931,5908,5952,5915,5940,5947,5955,5916,5931,5898,5917,5958,5919,5892,5883,5940,5909,5941,5885,5871,5930,5960,5874,5908,5933,5884,5956,5956,5927,5872
MOVE_ELIMINATION.SIMD_NOT_ELIMINATED,r0858:u,158,158,156,161,157,157,156,158,158,158,158,160,158,158,156,157,156,158,158,158,157,157,156,158,159,157,157,157,160,159,158,158
MOVE_ELIMINATION.INT_ELIMINATED,r0158:u,54607,54566,54386,54319,54509,54317,54323,54482,54572,54327,54392,54104,54456,54354,54323,53910,54013,54390,54318,54345,54206,53598,54330,54394,54230,54114,54256,54129,54446,54539,54389,53799
MOVE_ELIMINATION.SIMD_ELIMINATED,r0258:u,1049382,1049398,1049458,1049466,1049392,1049413,1049387,1049413,1049455,1049447,1049460,1049412,1049425,1049433,1049414,1049398,1049419,1049396,1049472,1049424,1049390,1049375,1049399,1049454,1049415,1049436,1049440,1049414,1049441,1049439,1049426,1049442
CPL_CYCLES.RING0,r015c:u,672,672,672,671,671,671,671,670,671,671,671,672,671,672,672,672,671,672,671,671,671,671,671,671,672,671,672,671,672,672,671,671
CPL_CYCLES.RING123,r025c:u,39732582,40107073,40354067,39846903,39546668,39204795,39015109,39028199,39038277,39047074,39044769,39050872,39031599,39041341,39042714,39047895,39024783,39033647,39044633,39033325,39026524,39011669,39037278,39041818,39033819,39042132,39057096,39034719,39033322,39030236,39028930,39045066
RS_EVENTS.EMPTY_CYCLES,r015e:u,582986,585531,578407,586537,575842,577997,563108,568177,582838,586172,586666,590853,577785,578532,585132,564922,575280,575828,583053,577048,584152,569328,585089,589232,577298,584803,593183,580977,580253,576339,575222,586313
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,r0160:u,171935599,216959159,170611081,161494534,174676968,108692039,169654157,209916456,167440651,183834398,147292599,129077956,150507157,182909982,194251144,153913671,171548695,174397166,190071297,186408478,221602084,190381556,187718456,183248701,151539576,216116595,205555822,181151282,206202686,165703759,190516678,166196073
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_CODE_RD,r0260:u,339392557,351501144,353230436,349346250,346595175,343666932,346200627,339880099,332558730,342870576,341438895,340532047,341970351,342854739,339392635,339455555,346844860,332689472,339566355,341728460,338361240,338088983,341594111,333780437,334772862,342371440,345152052,326992673,343526584,325616938,342097891,349761141
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_RFO,r0460:u,5209420,4538233,157592,4453878,12978285,8646895,4432622,173963,8794692,4416132,156500,4457653,29998491,157949,8616444,12895545,4434088,4475193,4390285,8550789,215451,143062,4341822,4345814,168514,183503,4391738,4456320,4366269,13046977,12850957,21217696
OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD,r0860:u,144531106,111027026,127732928,153884893,120928255,107333015,142390107,129928922,145679603,133286032,147957625,113801824,131610732,143292808,166548738,105808934,137205696,119441931,136764482,128500922,125740229,121301491,149755310,113651271,156133560,136387408,131052420,137450151,155200116,127840911,126332517,117869513
LOCK_CYCLES.SPLIT_LOCK_UC_LOCK_DURATION,r0163:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOCK_CYCLES.CACHE_LOCK_DURATION,r0263:u,122,122,122,121,121,123,123,122,122,123,123,120,122,122,123,123,124,123,122,123,122,122,124,121,124,123,121,122,123,122,122,122
IDQ.EMPTY,r0279:u,2458392,2457676,2461625,2456452,2459520,2461345,2462111,2468202,2466068,2458751,2463027,2462624,2461701,2457596,2462403,2462950,2456935,2457596,2457065,2457795,2455030,2459540,2461073,2463068,2460562,2464909,2462937,2460960,2462223,2458532,2459194,2467533
IDQ.MITE_UOPS,r0479:u,122190,121373,123838,114921,122740,121460,123735,125013,119308,123207,119053,118524,123768,118368,121167,122532,118748,120557,120706,117465,121966,121447,121870,124341,121276,125215,120467,122291,120372,117283,121247,120240
IDQ.DSB_UOPS,r0879:u,76372924,76375428,76371925,76372526,76376625,76367392,76374138,76371736,76365359,76373807,76353294,76374383,76366676,76373738,76371541,76371223,76369708,76370839,76378532,76368841,76372502,76370802,76374569,76367488,76373872,76375776,76364026,76367131,76373254,76369272,76373682,76359318
IDQ.MS_DSB_UOPS,r1079:u,1053928,1053346,1054078,1053485,1053285,1053940,1054047,1053416,1054122,1054160,1053150,1053986,1053560,1054136,1053794,1054390,1053727,1053076,1053893,1054036,1053675,1053585,1053673,1054196,1053553,1054101,1054144,1052996,1053320,1053702,1054890,1053933
IDQ.MS_MITE_UOPS,r2079:u,349928,351527,348314,345451,348474,350750,348329,347002,347050,350205,349528,349360,350379,347360,348909,346928,348805,347973,349882,346872,348553,351755,350907,347672,349746,347458,348783,347045,349305,349392,351742,350751
IDQ.MS_UOPS,r3079:u,1403856,1404873,1402392,1398936,1401759,1404690,1402376,1400418,1401172,1404365,1402678,1403346,1403939,1401496,1402703,1401318,1402533,1401048,1403775,1400907,1402228,1405340,1404580,1401868,1403299,1401559,1402927,1400041,1402625,1403093,1406632,1404683
IDQ.ALL_DSB_CYCLES_ANY_UOPS,r01001879:u,23677417,23677758,23676693,23677533,23676868,23674970,23675972,23677009,23676420,23678367,23672432,23675844,23673897,23675908,23678102,23674245,23675785,23675956,23675453,23678400,23676287,23676796,23677396,23677043,23677718,23677995,23677192,23677344,23672297,23675422,23675344,23678316
IDQ.ALL_DSB_CYCLES_4_UOPS,r04001879:u,12884924,12885090,12883632,12884532,12884423,12882502,12883783,12883792,12883386,12885118,12881090,12883206,12881984,12884040,12885094,12881730,12882789,12883512,12882936,12885226,12884012,12884198,12884688,12884296,12884740,12884964,12884381,12884381,12880513,12883011,12882805,12885034
IDQ.ALL_MITE_CYCLES_ANY_UOPS,r01002479:u,235459,237177,234888,235272,237347,236094,234242,235640,234895,236444,235414,236512,234565,236343,235162,235033,235060,235644,234252,237835,236167,234774,238020,236368,236934,237037,235807,236075,234362,235824,235607,235048
IDQ.ALL_MITE_CYCLES_4_UOPS,r04002479:u,48378,48967,48279,48498,49101,48879,48242,48455,48156,48619,48813,48588,48230,48622,48415,48363,48263,48441,48036,49236,48837,48494,49023,48913,48863,48694,48473,48767,48309,48787,48756,48640
IDQ.MITE_ALL_UOPS,r3c79:u,77904269,77897223,77887957,77902416,77896235,77894036,77888793,77889794,77900948,77899168,77888819,77897406,77897687,77890872,77891354,77888208,77883823,77897214,78382157,77901461,77885329,77891642,77895530,77901194,77892819,77900397,77907324,77891631,77894573,77891111,77896836,77897623
ICACHE.MISSES,r0280:u,1269,1223,1262,1262,1240,1281,1271,1273,1241,1194,1262,1295,1245,1195,1281,1228,1227,1245,1277,1250,1272,1254,1215,1254,1251,1294,1259,1226,1229,1258,1235,1264
ITLB_MISSES.MISS_CAUSES_A_WALK,r0185:u,242,240,249,247,242,248,242,243,242,248,242,246,236,243,242,245,245,243,247,246,251,240,243,244,246,243,239,244,243,250,240,245
ITLB_MISSES.WALK_COMPLETED_4K,r0285:u,151,149,155,153,150,150,150,150,149,154,151,150,148,152,150,152,152,152,153,151,155,150,150,152,152,151,150,151,151,153,150,150
ITLB_MISSES.WALK_COMPLETED_2M_4M,r0485:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.WALK_COMPLETED,r0e85:u,151,148,150,150,149,150,151,154,154,150,154,150,149,151,149,149,153,150,149,148,153,150,150,152,153,151,150,150,150,151,154,151
ITLB_MISSES.WALK_DURATION,r1085:u,5550,5126,5504,5597,5416,5436,5541,5744,5546,5551,5399,5419,5687,5651,5517,5550,5734,5392,5271,5435,5335,5329,5286,5786,5492,5707,5661,5746,5491,5635,5517,5484
ITLB_MISSES.STLB_HIT_4K,r2085:u,33,31,32,30,31,31,32,30,31,32,30,30,32,32,29,30,31,32,32,33,30,30,31,30,29,30,31,31,32,31,31,30
ITLB_MISSES.STLB_HIT_2M,r4085:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.STLB_HIT,r6085:u,32,32,32,31,30,33,30,30,31,31,30,31,31,32,30,32,29,30,30,33,31,32,31,30,31,31,33,31,31,30,29,31
ILD_STALL.LCP,r0187:u,31,32,31,28,30,27,29,32,32,26,29,28,31,30,33,27,31,30,30,29,32,29,29,30,32,29,32,28,29,28,33,30
ILD_STALL.IQ_FULL,r0487:u,39885,38447,40376,39162,40480,39851,39745,38996,38017,37758,38146,38429,38764,37548,39798,39197,39698,38928,38186,38452,37653,36555,38823,39833,41024,41250,39542,38357,39341,39231,39704,40721
BR_INST_EXEC.COND.NOTAKEN,r4188:u,6226992,6242519,6213252,6221680,6206967,6216041,6173200,6156991,6158392,6159218,6172199,6190859,6192959,6171382,6188684,6166442,6155940,6197784,6168045,6192129,6200011,6155749,6172212,6179010,6193032,6178131,6171213,6161149,6150756,6174569,6158250,6183350
BR_INST_EXEC.COND.TAKEN,r8188:u,8444938,8444926,8445121,8444950,8444836,8444885,8444942,8444959,8444986,8445001,8445033,8444869,8444975,8444869,8444970,8445050,8444909,8444860,8445007,8444825,8444936,8444945,8445085,8445168,8444939,8444993,8445010,8444955,8444989,8444989,8445043,8444963
BR_INST_EXEC.DIRECT_JMP.TAKEN,r8288:u,2202,2179,2349,2221,2248,2171,2248,2145,2232,2077,2242,2321,2235,2412,2184,2207,2158,2155,2197,2165,2135,2168,2222,2290,2157,2225,2174,2122,2272,2293,2270,2101
BR_INST_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8488:u,1049588,1049581,1049591,1049589,1049590,1049590,1049590,1049585,1049582,1049586,1049581,1049583,1049586,1049586,1049588,1049587,1049587,1049586,1049590,1049585,1049590,1049597,1049590,1049587,1049594,1049586,1049590,1049590,1049593,1049590,1049590,1049593
BR_INST_EXEC.RETURN_NEAR.TAKEN,r8888:u,3148548,3148566,3148545,3148551,3148556,3148543,3148528,3148539,3148540,3148542,3148511,3148552,3148535,3148552,3148540,3148532,3148520,3148545,3148539,3148539,3148566,3148540,3148543,3148554,3148551,3148529,3148528,3148542,3148567,3148557,3148589,3148552
BR_INST_EXEC.DIRECT_NEAR_CALL.TAKEN,r9088:u,3149474,3149474,3149464,3149496,3149468,3149465,3149446,3149480,3149458,3149455,3149415,3149481,3149463,3149470,3149449,3149420,3149417,3149434,3149450,3149473,3149479,3149465,3149463,3149468,3149468,3149454,3149436,3149480,3149472,3149478,3149511,3149474
BR_INST_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra088:u,42,42,42,42,42,42,43,43,43,42,41,42,43,42,43,42,43,43,42,42,42,43,42,42,42,42,42,42,42,43,43,42
BR_INST_EXEC.ALL_BRANCHES,rff88:u,22029902,22015549,21998733,22008259,21994870,21996504,21967163,21988610,21956100,21953814,21949339,21973687,21947731,21961932,21977433,21983769,21966676,21958706,21945293,21993572,21971513,21999162,21977047,21960087,21981986,21976364,21964240,21936970,21964359,21965964,21949165,21957076
BR_MISP_EXEC.COND.NOTAKEN,r4189:u,1677,1678,1628,1686,1691,1661,1701,1703,1687,1589,1707,1705,1683,1666,1699,1698,1651,1680,1678,1684,1692,1691,1684,1710,1703,1688,1689,1620,1680,1652,1630,1692
BR_MISP_EXEC.COND.TAKEN,r8189:u,35444,35498,35269,35393,35478,35372,35528,35560,35485,35040,35520,35559,35451,35460,35534,35530,35366,35459,35449,35431,35493,35431,35443,35522,35535,35434,35435,35179,35448,35303,35261,35392
BR_MISP_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8489:u,174,184,83,142,191,68,85,163,159,44,186,130,98,134,86,150,96,115,174,163,168,76,193,149,164,108,105,97,145,62,86,94
BR_MISP_EXEC.RETURN_NEAR.TAKEN,r8889:u,14,14,15,15,12,14,14,13,13,11,14,13,13,11,14,15,12,14,14,14,14,14,13,13,12,13,15,14,14,13,11,14
BR_MISP_EXEC.DIRECT_NEAR_CALL.TAKEN,r9089:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR_MISP_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra089:u,25,13,16,28,24,26,24,29,29,28,24,28,29,23,27,29,28,22,29,22,29,22,29,25,23,23,28,22,22,27,30,24
BR_MISP_EXEC.ALL_BRANCHES,rff89:u,37229,36788,36812,37492,37308,37377,37252,37524,37535,37468,37277,37371,37455,37160,37356,37427,37581,37190,37503,37159,37497,37103,37484,37298,37147,37165,37445,37083,37200,37301,37464,37196
IDQ_UOPS_NOT_DELIVERED.CORE,r019c:u,31933757,31921085,31918336,31922965,31925010,31926935,31927481,31934907,31942542,31935577,31936734,31930983,31930771,31934328,31932512,31924092,31937503,31935915,31931043,31926361,31927879,31924004,31919838,31925366,31928787,31935911,31935992,31938927,31928914,31928332,31931020,31931390
UOPS_EXECUTED_PORT.PORT_0,r01a1:u,19308093,19587210,20314841,19740784,19165104,19474614,19424210,19561796,19603208,19494075,19513473,19614513,19565868,19587706,19606795,19621885,19432668,19411580,19528136,19368346,19518366,19354428,19356680,19584395,19463918,19423786,19530877,19631930,19403530,19508270,19585525,19548985
UOPS_EXECUTED_PORT.PORT_1,r02a1:u,17606470,17581218,17601227,17808839,17943176,17833653,17788468,17753108,17753573,17773164,17771018,17749377,17745678,17754155,17744898,17735388,17781851,17780104,17759878,17799026,17760742,17793414,17789915,17750561,17770712,17781324,17759833,17739332,17786684,17767127,17749104,17764621
UOPS_EXECUTED_PORT.PORT_2,r04a1:u,16677853,16696120,16696989,16581560,16688266,16657475,16794519,16722513,16724855,16779987,16797912,16710505,16639530,16740001,16712848,16634184,16741048,16792760,16675815,16857934,16732000,16769016,16774610,16741177,16762491,16799358,16683886,16684997,16786898,16766266,16729741,16788700
UOPS_EXECUTED_PORT.PORT_3,r08a1:u,19490784,19471951,19471095,19587257,19479261,19511712,19375798,19446131,19443284,19389247,19371334,19458120,19528228,19428911,19455625,19534607,19424848,19373660,19491136,19307093,19436698,19398918,19390321,19427687,19406269,19366778,19485417,19484536,19381467,19401697,19440801,19380260
UOPS_EXECUTED_PORT.PORT_4,r10a1:u,12714097,12714056,12713904,12713380,12714400,12714659,12714221,12714746,12715166,12713972,12714977,12714583,12714313,12713752,12713938,12714276,12713589,12715169,12714796,12715218,12714704,12714204,12714879,12714733,12715278,12715553,12714284,12715075,12715135,12714065,12714651,12714196
UOPS_EXECUTED_PORT.PORT_5,r20a1:u,22938428,22951900,22896553,23085072,22780545,22547995,22539455,22525850,22548880,22543272,22521461,22533101,22484009,22538167,22516606,22549494,22516943,22539172,22524725,22502440,22521306,22497361,22523552,22541344,22542624,22508711,22539081,22555402,22548121,22545369,22493965,22503914
