L2_RQSTS.ALL_DEMAND_REFERENCES,re724:u,2989,2959,3085
L2_RQSTS.ALL_CODE_RD,re424:u,1651,1630,1732
L2_RQSTS.L2_PF_HIT,r5024:u,227,229,233
L2_RQSTS.L2_PF_MISS,r3024:u,970,950,961
L2_RQSTS.ALL_PF,rf824:u,1994,2007,1968
L2_RQSTS.MISS,r3f24:u,2985,3030,2928
L2_RQSTS.REFERENCES,rff24:u,4992,5085,4892
L2_DEMAND_RQSTS.WB_HIT,r5027:u,226,221,216
LONGEST_LAT_CACHE.REFERENCE,cache-references:u,2042,2059,2046
LONGEST_LAT_CACHE.MISS,cache-misses:u,1,1,1
CPU_CLK_UNHALTED.THREAD_P,cycles:u,692686,825311,823872
CPU_CLK_THREAD_UNHALTED.REF_XCLK,bus-cycles:u,19701,23324,23539
L1D_PEND_MISS.PENDING,r0148:u,22994,25314,22955
DTLB_STORE_MISSES.MISS_CAUSES_A_WALK,r0149:u,76,79,77
DTLB_STORE_MISSES.WALK_COMPLETED_4K,r0249:u,52,53,54
DTLB_STORE_MISSES.WALK_COMPLETED_2M_4M,r0449:u,0,0,0
DTLB_STORE_MISSES.WALK_COMPLETED,r0e49:u,52,54,53
DTLB_STORE_MISSES.WALK_DURATION,r1049:u,1275,1276,1265
DTLB_STORE_MISSES.STLB_HIT_4K,r2049:u,334,345,320
DTLB_STORE_MISSES.STLB_HIT_2M,r4049:u,0,0,0
DTLB_STORE_MISSES.STLB_HIT,r6049:u,335,350,344
DTLB_STORE_MISSES.PDE_CACHE_MISS,r8049:u,51,56,53
LOAD_HIT_PRE.SW_PF,r014c:u,0,0,0
LOAD_HIT_PRE.HW_PF,r024c:u,4876,4903,4831
L1D.REPLACEMENT,r0151:u,2161,2110,2159
MOVE_ELIMINATION.INT_NOT_ELIMINATED,r0458:u,964,928,941
MOVE_ELIMINATION.SIMD_NOT_ELIMINATED,r0858:u,1,1,1
MOVE_ELIMINATION.INT_ELIMINATED,r0158:u,10393,9670,10101
MOVE_ELIMINATION.SIMD_ELIMINATED,r0258:u,8,8,6
CPL_CYCLES.RING0,r015c:u,137,137,137
CPL_CYCLES.RING123,r025c:u,690523,821744,812838
RS_EVENTS.EMPTY_CYCLES,r015e:u,62466,62493,58603
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,r0160:u,1270576,1505360,1421926
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_CODE_RD,r0260:u,7745356,8598401,8348308
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_RFO,r0460:u,444228,632393,912599
OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD,r0860:u,1670452,1930864,2091740
LOCK_CYCLES.SPLIT_LOCK_UC_LOCK_DURATION,r0163:u,0,0,0
LOCK_CYCLES.CACHE_LOCK_DURATION,r0263:u,0,0,0
IDQ.EMPTY,r0279:u,49841,49156,51395
IDQ.MITE_UOPS,r0479:u,41340,40361,42681
IDQ.DSB_UOPS,r0879:u,80398,82740,84393
IDQ.MS_DSB_UOPS,r1079:u,2405,2430,2431
IDQ.MS_MITE_UOPS,r2079:u,69933,70076,70210
IDQ.MS_UOPS,r3079:u,72336,72506,72641
IDQ.ALL_DSB_CYCLES_ANY_UOPS,r01001879:u,23541,22981,20951
IDQ.ALL_DSB_CYCLES_4_UOPS,r04001879:u,16288,16053,14795
IDQ.ALL_MITE_CYCLES_ANY_UOPS,r01002479:u,53929,53797,52801
IDQ.ALL_MITE_CYCLES_4_UOPS,r04002479:u,11624,11590,11358
IDQ.MITE_ALL_UOPS,r3c79:u,193605,194634,188156
ICACHE.MISSES,r0280:u,619,610,629
ITLB_MISSES.MISS_CAUSES_A_WALK,r0185:u,180,176,177
ITLB_MISSES.WALK_COMPLETED_4K,r0285:u,117,115,115
ITLB_MISSES.WALK_COMPLETED_2M_4M,r0485:u,0,0,0
ITLB_MISSES.WALK_COMPLETED,r0e85:u,117,116,118
ITLB_MISSES.WALK_DURATION,r1085:u,3276,3241,3283
ITLB_MISSES.STLB_HIT_4K,r2085:u,21,22,20
ITLB_MISSES.STLB_HIT_2M,r4085:u,0,0,0
ITLB_MISSES.STLB_HIT,r6085:u,21,20,20
ILD_STALL.LCP,r0187:u,28,27,29
ILD_STALL.IQ_FULL,r0487:u,7596,8125,7802
BR_INST_EXEC.COND.NOTAKEN,r4188:u,8801,8790,8644
BR_INST_EXEC.COND.TAKEN,r8188:u,72047,72054,72015
BR_INST_EXEC.DIRECT_JMP.TAKEN,r8288:u,454,450,406
BR_INST_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8488:u,205,203,201
BR_INST_EXEC.RETURN_NEAR.TAKEN,r8888:u,753,760,751
BR_INST_EXEC.DIRECT_NEAR_CALL.TAKEN,r9088:u,884,910,885
BR_INST_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra088:u,36,36,36
BR_INST_EXEC.ALL_BRANCHES,rff88:u,83193,83317,83191
BR_MISP_EXEC.COND.NOTAKEN,r4189:u,391,417,292
BR_MISP_EXEC.COND.TAKEN,r8189:u,510,596,336
BR_MISP_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8489:u,22,26,13
BR_MISP_EXEC.RETURN_NEAR.TAKEN,r8889:u,6,6,6
BR_MISP_EXEC.DIRECT_NEAR_CALL.TAKEN,r9089:u,0,0,0
BR_MISP_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra089:u,14,6,16
BR_MISP_EXEC.ALL_BRANCHES,rff89:u,923,493,1052
IDQ_UOPS_NOT_DELIVERED.CORE,r019c:u,185711,172218,188818
UOPS_EXECUTED_PORT.PORT_0,r01a1:u,240248,106477,106409
UOPS_EXECUTED_PORT.PORT_1,r02a1:u,249016,100913,101250
UOPS_EXECUTED_PORT.PORT_2,r04a1:u,336768,345932,346328
UOPS_EXECUTED_PORT.PORT_3,r08a1:u,358848,356919,357723
UOPS_EXECUTED_PORT.PORT_4,r10a1:u,280766,276036,276199
UOPS_EXECUTED_PORT.PORT_5,r20a1:u,251631,121517,121571
UOPS_EXECUTED_PORT.PORT_6,r40a1:u,234337,178586,178646
UOPS_EXECUTED_PORT.PORT_7,r80a1:u,137428,130325,130542
RESOURCE_STALLS.ANY,r01a2:u,274373,406364,406256
RESOURCE_STALLS.RS,r04a2:u,272371,135567,136503
RESOURCE_STALLS.SB,r08a2:u,487,534,542
RESOURCE_STALLS.ROB,r10a2:u,51,75,77
CYCLE_ACTIVITY.CYCLES_L2_PENDING,r020001a3:u,0,0,0
CYCLE_ACTIVITY.CYCLES_LDM_PENDING,r020002a3:u,590879,718973,721580
CYCLE_ACTIVITY.STALLS_L2_PENDING,r05a3:u,465205,490004,491656
CYCLE_ACTIVITY.CYCLES_L1D_PENDING,r080008a3:u,0,0,0
CYCLE_ACTIVITY.STALLS_L1D_PENDING,r0c000ca3:u,0,0,0
LSD.UOPS,r01a8:u,1059348,1059343,1059390
ITLB.ITLB_FLUSH,r01ae:u,39,39,39
OFFCORE_REQUESTS.DEMAND_DATA_RD,r01b0:u,834,818,855
OFFCORE_REQUESTS.DEMAND_CODE_RD,r02b0:u,1127,1108,1113
OFFCORE_REQUESTS.DEMAND_RFO,r04b0:u,111,113,116
OFFCORE_REQUESTS.ALL_DATA_RD,r08b0:u,1627,1616,1608
UOPS_EXECUTED.CORE,r02b1:u,1602572,1601424,1601326
PAGE_WALKER_LOADS.DTLB_L1,r11bc:u,551,551,560
PAGE_WALKER_LOADS.ITLB_L1,r21bc:u,242,244,239
PAGE_WALKER_LOADS.DTLB_L2,r12bc:u,38,40,38
PAGE_WALKER_LOADS.ITLB_L2,r22bc:u,17,16,19
PAGE_WALKER_LOADS.DTLB_L3,r14bc:u,23,23,24
PAGE_WALKER_LOADS.ITLB_L3,r24bc:u,12,13,14
PAGE_WALKER_LOADS.DTLB_MEMORY,r18bc:u,0,0,0
PAGE_WALKER_LOADS.ITLB_MEMORY,r28bc:u,0,0,0
TLB_FLUSH.DTLB_THREAD,r01bd:u,0,0,0
TLB_FLUSH.STLB_ANY,r20bd:u,114,114,114
INST_RETIRED.ANY_P,instructions:u,1071342,1071342,1071342
INST_RETIRED.ALL,r01c0:u,1071342,1071342,1071342
OTHER_ASSISTS.AVX_TO_SSE,r08c1:u,0,0,0
OTHER_ASSISTS.SSE_TO_AVX,r10c1:u,0,0,0
OTHER_ASSISTS.ANY_WB_ASSIST,r40c1:u,114,114,114
UOPS_RETIRED.ALL,r01c2:u,1580122,1580184,1580124
UOPS_RETIRED.RETIRE_SLOTS,r02c2:u,1168188,1168203,1168215
MACHINE_CLEARS.MEMORY_ORDERING,r02c3:u,1,2,1
MACHINE_CLEARS.SMC,r04c3:u,0,0,0
MACHINE_CLEARS.MASKMOV,r20c3:u,0,0,0
BR_INST_RETIRED.ALL_BRANCHES,branch-instructions:u,83015,83015,83015
BR_INST_RETIRED.CONDITIONAL,r01c4:u,81078,81078,81078
BR_INST_RETIRED.NEAR_CALL,r02c4:u,654,654,654
BR_INST_RETIRED.ALL_BRANCHES,r04c4:u,83015,83015,83015
BR_INST_RETIRED.NEAR_RETURN,r08c4:u,650,650,650
BR_INST_RETIRED.NOT_TAKEN,r10c4:u,9627,9627,9627
BR_INST_RETIRED.NEAR_TAKEN,r20c4:u,73251,73251,73251
BR_INST_RETIRED.FAR_BRANCH,r40c4:u,137,137,137
BR_MISP_RETIRED.ALL_BRANCHES,branch-misses:u,782,566,870
BR_MISP_RETIRED.CONDITIONAL,r01c5:u,745,545,827
BR_MISP_RETIRED.ALL_BRANCHES,r04c5:u,782,566,870
BR_MISP_RETIRED.NEAR_TAKEN,r20c5:u,446,307,519
FP_ASSIST.X87_OUTPUT,r02ca:u,0,0,0
FP_ASSIST.X87_INPUT,r04ca:u,0,0,0
FP_ASSIST.SIMD_OUTPUT,r08ca:u,0,0,0
FP_ASSIST.SIMD_INPUT,r10ca:u,0,0,0
FP_ASSIST.ANY,r1eca:u,0,0,0
ROB_MISC_EVENTS.LBR_INSERTS,r20cc:u,0,0,0
MEM_UOPS_RETIRED.STLB_MISS.LOADS,r11d0:u,108,108,108
MEM_UOPS_RETIRED.STLB_MISS.STORES,r12d0:u,19,19,19
MEM_UOPS_RETIRED.LOCK.LOADS,r21d0:u,0,0,0
MEM_UOPS_RETIRED.LOCK.STORES,r22d0:u,0,0,0
MEM_UOPS_RETIRED.SPLIT.LOADS,r41d0:u,1,2,2
MEM_UOPS_RETIRED.SPLIT.STORES,r42d0:u,1,1,1
MEM_UOPS_RETIRED.ALL.LOADS,r81d0:u,547247,547248,547247
MEM_UOPS_RETIRED.ALL.STORES,r82d0:u,271707,271707,271707
MEM_LOAD_UOPS_RETIRED.L1_HIT,r01d1:u,543352,543350,543383
MEM_LOAD_UOPS_RETIRED.L2_HIT,r02d1:u,444,446,444
MEM_LOAD_UOPS_RETIRED.L3_HIT,r04d1:u,526,532,526
MEM_LOAD_UOPS_RETIRED.L1_MISS,r08d1:u,976,1001,980
MEM_LOAD_UOPS_RETIRED.L2_MISS,r10d1:u,532,534,528
MEM_LOAD_UOPS_RETIRED.L3_MISS,r20d1:u,1,1,1
MEM_LOAD_UOPS_RETIRED.HIT_LFB,r40d1:u,2737,2738,2720
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_MISS,r01d2:u,1,1,0
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HIT,r02d2:u,0,2,0
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HITM,r04d2:u,0,0,0
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_NONE,r08d2:u,526,524,530
MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM,r01d3:u,1,1,1
BACLEARS.ANY,r1fe6:u,844,907,836
L2_TRANS.DEMAND_DATA_RD,r01f0:u,1130,1141,1140
L2_TRANS.RFO,r02f0:u,220,221,226
L2_TRANS.CODE_RD,r04f0:u,1655,1649,1637
L2_TRANS.ALL_PF,r08f0:u,1288,1308,1301
L2_TRANS.L1D_WB,r10f0:u,703,706,686
L2_TRANS.L2_FILL,r20f0:u,2942,2959,2932
L2_TRANS.L2_WB,r40f0:u,406,426,393
L2_TRANS.ALL_REQUESTS,r80f0:u,9430,9494,9360
L2_LINES_IN.I,r01f1:u,0,0,0
L2_LINES_IN.S,r02f1:u,1123,1512,1130
L2_LINES_IN.E,r04f1:u,1816,1424,1839
L2_LINES_IN.ALL,r07f1:u,2942,2936,2969
L2_LINES_OUT.DEMAND_CLEAN,r05f2:u,1737,1728,1761
L2_LINES_OUT.DEMAND_DIRTY,r06f2:u,309,325,327
