Performance counter,Mnemonic,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
L2_RQSTS.DEMAND_DATA_RD_HIT,r4124:u,1621,1669,2355,1753,1398,1403,1608,1263,1286,1327,1303,1452,1169,1966,1591,39983,2329,39937,3049,22970,2214,29051,2206,13890,1543,26457,1619,12631,3713,19550,7064,15191
L2_RQSTS.ALL_DEMAND_DATA_RD,re124:u,3768,3919,4519,3981,3510,3563,3754,3422,3351,3404,3341,3505,3239,4026,3620,42452,4368,42457,5086,25333,4248,31526,4346,16388,3666,29111,3766,15147,5845,22205,9195,17615
L2_RQSTS.RFO_HIT,r4224:u,193,252,211,245,195,210,197,196,189,202,183,202,176,180,172,192,174,194,186,195,176,246,201,185,187,196,148,232,210,198,148,217
L2_RQSTS.RFO_MISS,r2224:u,388,508,393,459,450,415,453,456,467,423,352,465,465,400,443,307,494,372,405,330,410,423,526,364,404,420,262,498,445,413,223,455
L2_RQSTS.ALL_RFO,re224:u,1023,928,759,844,930,1001,942,902,884,925,820,760,987,740,718,582,725,647,668,692,627,818,832,675,840,674,671,810,678,719,464,760
L2_RQSTS.CODE_RD_HIT,r4424:u,542,601,577,593,550,526,591,566,529,568,559,577,608,544,606,552,559,579,515,562,553,538,575,518,575,580,588,539,558,509,513,580
L2_RQSTS.CODE_RD_MISS,r2424:u,1520,1593,1559,1590,1514,1493,1561,1549,1493,1538,1544,1548,1592,1529,1598,1512,1503,1562,1471,1545,1533,1502,1557,1459,1560,1558,1567,1492,1511,1460,1480,1555
L2_RQSTS.ALL_DEMAND_MISS,r2724:u,3913,3895,3875,3988,3818,3791,3933,3918,3713,3725,3693,3775,3939,3732,3747,4004,3634,4128,3555,3968,3610,4115,3855,3987,3852,4184,3813,4167,3713,4184,3507,4067
L2_RQSTS.ALL_DEMAND_REFERENCES,re724:u,6765,7116,7199,7040,6597,6909,6408,6446,6284,6234,6570,6350,6190,6839,6599,45944,7085,44778,7620,28721,7326,34435,7075,18358,6638,31860,6574,18297,8776,25071,12148,18884
L2_RQSTS.ALL_CODE_RD,re424:u,2074,2161,2064,2126,2095,2211,1967,2095,2178,2062,2168,2119,2108,2084,2133,2165,1990,2049,1915,2116,1990,2157,2012,2040,2157,2196,1994,1987,2143,2142,2132,2006
L2_RQSTS.L2_PF_HIT,r5024:u,2255,2166,2067,2178,2094,2137,2033,2122,2049,2058,2087,2118,2134,2117,2086,2050,2125,2042,2068,2095,2167,2174,2200,2080,2128,2283,2242,2257,2239,2220,2121,2228
L2_RQSTS.L2_PF_MISS,r3024:u,64914,65306,64901,64989,64820,64976,64833,64904,64955,64690,65167,64654,64734,64561,64773,64563,64795,64358,64786,64369,65084,63855,63903,63696,63945,63305,63172,63267,63287,63374,62802,63107
L2_RQSTS.ALL_PF,rf824:u,133154,132675,132650,132107,132690,132576,132998,132877,133190,133231,132889,132616,132676,131964,132799,91985,131844,93667,131156,110010,131762,103789,131005,119467,131670,105916,130517,119482,128942,112374,124703,118756
L2_RQSTS.MISS,r3f24:u,72351,71892,71942,71437,71426,71422,71673,71321,71374,71465,71469,70965,71186,70957,71626,71112,71028,70996,71014,71021,71447,71017,71155,70999,71516,71548,71177,71119,71229,71344,70816,71086
L2_RQSTS.REFERENCES,rff24:u,140325,139804,140348,139081,139271,139072,139770,139122,139439,139398,139318,138620,138799,138677,139413,138673,138902,138442,138936,138541,139467,137964,137882,137996,138387,137814,137151,137346,137572,137463,136720,137496
L2_DEMAND_RQSTS.WB_HIT,r5027:u,2955,3090,3885,2880,3724,3016,3060,3232,2781,3253,2669,2442,2569,2847,2972,1867,2664,2469,2622,2014,2550,2663,2876,2291,2628,2781,2874,2515,2445,2682,2566,2435
LONGEST_LAT_CACHE.REFERENCE,cache-references:u,6730,6708,6896,6841,6575,7176,6441,7072,6637,6648,7138,6668,6986,6946,7067,6910,6635,6692,6656,6792,6542,7707,7474,7502,7851,8693,8650,8587,8539,9029,8466,8551
LONGEST_LAT_CACHE.MISS,cache-misses:u,1718,1365,2392,1723,1592,2335,1292,2529,1536,1734,2398,1333,1792,1732,1909,1764,1303,1541,1515,2188,1646,2933,2390,2724,2752,4075,3621,3977,4173,5411,4126,3301
CPU_CLK_UNHALTED.THREAD_P,cycles:u,40183556,41798169,40377087,40664876,38785953,38957907,37280890,36544418,35607483,35427444,34608518,34363116,33938957,34129016,33747403,34444251,33710925,34270993,33708106,34441159,33710569,34240488,33746021,34491530,33747216,34335802,33817026,34506364,33862012,34346336,33858601,34459352
CPU_CLK_THREAD_UNHALTED.REF_XCLK,bus-cycles:u,1031900,1074468,1041055,1044637,1001905,1005172,958163,943665,914575,913371,892178,886669,875569,879436,867154,887885,870032,887323,869004,889209,872546,883792,870916,889137,867057,889191,870933,886631,875037,885514,873252,884541
L1D_PEND_MISS.PENDING,r0148:u,147078,116099,136988,142417,136938,109721,131821,130372,124503,136408,121876,117239,173029,203014,132394,404310,147026,467567,177023,308159,153528,422982,235145,382909,212701,542790,264466,448826,324474,462997,342840,453649
DTLB_STORE_MISSES.MISS_CAUSES_A_WALK,r0149:u,11100,11393,11237,9848,10307,10488,9981,8978,9369,9489,9112,8488,8820,8995,9000,8902,8482,9196,8699,8885,8518,8952,8826,9085,8571,9089,8945,9012,8898,9023,9095,8928
DTLB_STORE_MISSES.WALK_COMPLETED_4K,r0249:u,9963,10266,10099,8712,9172,9354,8845,7839,8230,8357,7968,7348,7682,7865,7859,7771,7342,8064,7567,7752,7383,7817,7688,7949,7431,7966,7805,7875,7760,7886,7955,7787
DTLB_STORE_MISSES.WALK_COMPLETED_2M_4M,r0449:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTLB_STORE_MISSES.WALK_COMPLETED,r0e49:u,9985,10267,10076,8711,9179,9357,8858,7844,8230,8353,7964,7345,7669,7846,7858,7766,7339,8058,7572,7752,7386,7809,7686,7981,7423,7964,7807,7889,7767,7880,7946,7828
DTLB_STORE_MISSES.WALK_DURATION,r1049:u,189675,192084,195375,175577,176360,180552,179825,163321,164578,166048,165901,157717,156731,159866,165351,162666,153633,163848,160556,160932,153300,159203,163656,164739,152492,164038,162498,162802,162545,160090,165070,163782
DTLB_STORE_MISSES.STLB_HIT_4K,r2049:u,6061,5945,6893,6090,6349,6939,6883,5844,6393,6961,6929,6176,6366,6964,6886,5856,6327,6961,6912,5961,6451,6950,6915,5899,6362,6929,6923,6100,6373,6986,6911,5915
DTLB_STORE_MISSES.STLB_HIT_2M,r4049:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTLB_STORE_MISSES.STLB_HIT,r6049:u,6079,5947,6895,6016,6381,6942,6959,5915,6445,6934,6905,6387,6349,7108,6913,5864,6359,6930,6890,5975,6359,6932,6886,5981,6360,6943,6893,5918,6432,6968,6902,5974
DTLB_STORE_MISSES.PDE_CACHE_MISS,r8049:u,2132,2131,2131,2188,2130,2135,2129,2179,2132,2129,2126,2242,2127,2128,2123,2168,2129,2131,2126,2170,2130,2129,2123,2184,2125,2129,2127,2174,2128,2130,2128,2185
LOAD_HIT_PRE.SW_PF,r014c:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOAD_HIT_PRE.HW_PF,r024c:u,7851,7618,8348,7730,10252,14993,20393,34270,27761,28386,27907,36166,36294,46596,46574,619190,91224,386303,117308,703331,102147,267330,117318,448952,53397,211867,70946,186889,71724,160048,65276,68660
L1D.REPLACEMENT,r0151:u,70318,70501,70995,70163,70561,70308,70654,70226,70365,70614,70731,70738,70506,70974,70782,70297,70351,70379,70313,70321,70656,70537,70503,70488,70492,70661,70610,70403,70721,70616,70237,70620
MOVE_ELIMINATION.INT_NOT_ELIMINATED,r0458:u,5424,5426,5445,5432,5385,5412,5372,5426,5430,5412,5410,5424,5388,5412,5360,5364,5410,5426,5387,5406,5403,5427,5422,5395,5377,5427,5414,5421,5422,5428,5416,5433
MOVE_ELIMINATION.SIMD_NOT_ELIMINATED,r0858:u,1033,1038,1037,1030,1038,1036,1031,1030,1036,1031,1033,1033,1030,1030,1031,1035,1035,1031,1033,1032,1037,1034,1031,1029,1033,1033,1035,1029,1031,1035,1062,1035
MOVE_ELIMINATION.INT_ELIMINATED,r0158:u,54125,54390,54139,53643,53996,54013,54090,54079,54057,54126,53812,54004,53553,54028,53793,53934,54042,53739,54000,53846,54013,54088,53847,53992,53988,54110,54090,53795,54168,53920,54166,54202
MOVE_ELIMINATION.SIMD_ELIMINATED,r0258:u,1320932,1319158,1320780,1324223,1325986,1323878,1325716,1327279,1327281,1327258,1327327,1327210,1327152,1327211,1327410,1327206,1327259,1327224,1327341,1327254,1327188,1327239,1327212,1327219,1327281,1327186,1327343,1327191,1327191,1327236,1327746,1327192
CPL_CYCLES.RING0,r015c:u,2206,2206,2205,2206,2206,2206,2206,2207,2206,2206,2206,2206,2206,2206,2206,2206,2205,2206,2206,2205,2207,2205,2205,2205,2205,2207,2206,2206,2208,2207,2206,2206
CPL_CYCLES.RING123,r025c:u,40151431,41820018,40327944,40662831,38766402,38907529,37266649,36503545,35631338,35374052,34561607,34336685,33866268,34091443,33753041,34370686,33719614,34204310,33721754,34387989,33657406,34191098,33722302,34443185,33736019,34259772,33752741,34472902,33817483,34263188,33775444,34460901
RS_EVENTS.EMPTY_CYCLES,r015e:u,1032504,1044528,1049316,1046720,1035467,1045266,1024757,1040787,1050385,1035593,1035541,1028447,1021089,1023594,1047956,1025972,1055091,1079671,1091106,1178989,1062118,1157128,1074698,1152470,1084413,1154952,1074549,1150717,1081637,1153024,1081858,1169779
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,r0160:u,159184052,143632045,234620843,277206983,128564861,153524028,208840997,185152267,146107268,118810876,195754777,118520764,141430280,107186465,223201269,93921795,201722408,179537697,116206486,159542699,117735642,204678450,183885489,80441651,173207469,195983873,196208727,98346132,145708812,125830060,141660149,196373230
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_CODE_RD,r0260:u,342404210,354039800,345005382,339893198,346912783,321392979,289404554,314776112,325523749,324158406,314840097,307769249,313321712,308466535,234618124,319209395,298291570,296961829,281414169,304109873,300105830,260182796,294592774,295527400,272146620,278521220,275251326,257757749,300814191,304421149,290656408,303741993
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_RFO,r0460:u,10274783,3452281,53883,3678887,888609,10486881,9190898,4343281,104425,4146317,5448204,3208187,11680430,1264180,5846582,698926,2852319,473880,6500919,1342285,1364487,18530088,3581440,6713493,4378257,12851956,525366,2640992,2213463,2580191,12328,5943684
OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD,r0860:u,75499762,80228514,39955219,84148170,55293491,61692664,43470331,45775294,54627694,28296596,29130083,36477133,45368435,27108482,35195397,56887949,42331264,30546434,25515876,62262608,47322012,35249183,31792967,38660257,22148039,33997616,41231160,37765846,43144607,39063797,40889418,35828563
LOCK_CYCLES.SPLIT_LOCK_UC_LOCK_DURATION,r0163:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOCK_CYCLES.CACHE_LOCK_DURATION,r0263:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDQ.EMPTY,r0279:u,2480644,2477676,2460262,2479136,2463289,2472153,2474932,2468626,2462339,2472764,2469036,2472861,2470766,2467701,2468274,2467028,2468616,2470360,2459787,2475727,2460986,2464461,2474251,2464755,2458990,2461891,2486920,2472455,2462779,2472978,2472490,2465417
IDQ.MITE_UOPS,r0479:u,341882,333702,327532,337384,331686,335694,340752,338016,334074,347652,341174,340572,342374,346984,340062,339793,341397,339021,339459,343868,339250,329674,346864,338105,331184,342500,339424,338637,336183,340644,340274,344588
IDQ.DSB_UOPS,r0879:u,77707907,77726012,77714588,77710979,77707687,77707334,77705755,77705641,77698157,77704545,77692599,77681345,77697346,77696755,77694086,77692922,77697661,77692996,77687074,77697212,77686999,77704140,77698724,77695985,77685245,77696772,77695625,77698927,77688551,77693070,77701812,77702501
IDQ.MS_DSB_UOPS,r1079:u,1083360,1084626,1084100,1084032,1084005,1083699,1083518,1084610,1084046,1083299,1083616,1083860,1083890,1083309,1083786,1083707,1083592,1083966,1083438,1084050,1082946,1083827,1083556,1083535,1083903,1084590,1083810,1084151,1084163,1083714,1083936,1084188
IDQ.MS_MITE_UOPS,r2079:u,1113510,1123440,1115067,1115514,1116299,1116242,1111044,1113804,1113670,1113314,1112764,1113980,1113493,1110366,1115943,1110522,1114399,1113349,1113857,1114823,1110477,1117493,1113398,1111271,1111125,1113514,1115882,1113017,1111284,1113433,1115868,1114116
IDQ.MS_UOPS,r3079:u,2196871,2208066,2199166,2199546,2200304,2199941,2194562,2198414,2197716,2196613,2196380,2197839,2197383,2193675,2199728,2194228,2197991,2197315,2197295,2198873,2193423,2201320,2196954,2194806,2195028,2198104,2199691,2197167,2195447,2197148,2199804,2198304
IDQ.ALL_DSB_CYCLES_ANY_UOPS,r01001879:u,24059935,24063405,24062711,24058762,24061142,24060352,24059170,24057312,24058488,24055590,24058936,24057453,24055732,24058131,24058548,24057055,24057645,24056103,24056699,24057698,24058838,24059359,24056134,24058429,24058763,24055714,24056907,24057391,24051246,24060025,24059430,24058456
IDQ.ALL_DSB_CYCLES_4_UOPS,r04001879:u,14237915,14242001,14238588,14240544,14239292,14240029,14238386,14237045,14235596,14236908,14237470,14238607,14238688,14238673,14237796,14235588,14234808,14236456,14236083,14237521,14238156,14237547,14236356,14236175,14236415,14237034,14236659,14236523,14237359,14237120,14238642,14234612
IDQ.ALL_MITE_CYCLES_ANY_UOPS,r01002479:u,718680,715479,719301,719067,718953,715211,718811,717630,720738,720634,719448,718123,718385,718302,718346,723407,720414,721924,719647,718899,719089,719246,722254,719598,718300,723277,722614,719837,718043,720812,721870,719125
IDQ.ALL_MITE_CYCLES_4_UOPS,r04002479:u,180179,179526,180620,180224,180630,178965,180188,180406,181854,181767,181671,181076,181187,181148,181349,182454,181812,181976,181532,181377,181434,181215,182427,181558,181213,182248,182564,181264,181350,181939,182702,181301
IDQ.MITE_ALL_UOPS,r3c79:u,80245034,80240650,80243342,80246625,80228689,80240384,80229128,80238743,80236572,80241551,80240709,80222609,80225326,80234988,80241545,80237160,80228060,80234220,80219149,80234666,80233934,80234280,80235203,80222294,80235540,80236448,80223171,80230464,80226844,80234810,80247360,80231048
ICACHE.MISSES,r0280:u,881,862,874,903,832,882,853,856,953,862,922,851,844,858,861,921,831,850,823,890,874,881,880,853,894,908,893,903,856,867,1168,882
ITLB_MISSES.MISS_CAUSES_A_WALK,r0185:u,305,305,303,290,296,298,295,298,306,296,302,291,295,300,306,295,301,304,286,298,293,294,300,291,295,300,281,288,284,301,300,292
ITLB_MISSES.WALK_COMPLETED_4K,r0285:u,179,174,174,170,171,174,171,173,178,172,177,171,171,176,174,172,173,175,168,171,172,173,173,174,173,173,169,174,174,172,175,171
ITLB_MISSES.WALK_COMPLETED_2M_4M,r0485:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.WALK_COMPLETED,r0e85:u,175,168,177,174,171,172,173,175,171,172,174,173,173,178,170,176,173,171,169,171,174,171,176,178,174,173,175,173,175,173,177,174
ITLB_MISSES.WALK_DURATION,r1085:u,5171,4913,5617,5297,5480,5097,5254,5100,5069,5206,5241,5308,5563,5545,4968,5728,5063,5409,5268,5134,5657,5442,5467,5416,5571,5480,5362,5158,5672,5196,5461,5100
ITLB_MISSES.STLB_HIT_4K,r2085:u,32,28,34,32,31,31,28,32,31,29,34,33,29,28,27,34,32,30,30,30,30,34,33,31,33,34,32,27,36,32,35,30
ITLB_MISSES.STLB_HIT_2M,r4085:u,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.STLB_HIT,r6085:u,32,28,35,34,34,32,30,31,28,30,32,32,31,30,34,34,28,36,34,30,32,34,34,36,31,30,32,32,35,32,33,30
ILD_STALL.LCP,r0187:u,60,47,70,58,64,58,59,60,48,61,67,69,61,60,67,66,61,67,65,58,64,73,65,72,60,59,56,53,71,51,61,58
ILD_STALL.IQ_FULL,r0487:u,211026,272472,215686,258774,142331,226707,127793,170556,99105,164476,96047,139574,82385,134009,84047,124922,74247,125473,77018,121532,69553,120978,73849,121639,65350,117892,71833,118682,65907,118078,71794,119979
BR_INST_EXEC.COND.NOTAKEN,r4188:u,4885389,4885674,4885738,4885212,4885510,4885649,4885800,4885540,4885123,4885601,4885506,4885442,4885396,4885492,4885253,4884995,4885386,4885870,4885578,4885106,4885499,4885158,4886135,4885638,4885401,4885579,4885966,4885557,4885434,4885454,4886005,4885617
BR_INST_EXEC.COND.TAKEN,r8188:u,3466373,3465761,3466530,3466457,3467281,3466526,3467399,3467464,3467306,3467368,3467350,3467298,3467343,3467468,3467276,3467365,3467382,3467338,3467476,3467274,3467348,3467331,3467480,3467538,3467342,3467288,3467482,3467421,3467406,3467422,3467372,3467441
BR_INST_EXEC.DIRECT_JMP.TAKEN,r8288:u,2150,2183,2158,2177,2135,2120,2174,2155,2151,2164,2153,2126,2124,2190,2143,2189,2141,2190,2149,2080,2160,2158,2159,2136,2136,2151,2158,2170,2123,2159,2131,2178
BR_INST_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8488:u,1051406,1051431,1051426,1051408,1051384,1051416,1051412,1051412,1051379,1051383,1051393,1051391,1051387,1051409,1051365,1051394,1051399,1051363,1051409,1051394,1051412,1051397,1051416,1051428,1051391,1051376,1051417,1051391,1051411,1051401,1051399,1051407
BR_INST_EXEC.RETURN_NEAR.TAKEN,r8888:u,3165234,3165191,3165232,3165230,3165234,3165185,3165242,3165168,3165196,3165216,3165242,3165230,3165192,3165171,3165210,3165216,3165215,3165186,3165201,3165198,3165253,3165203,3165226,3165195,3165216,3165197,3165241,3165222,3165244,3165211,3165189,3165200
BR_INST_EXEC.DIRECT_NEAR_CALL.TAKEN,r9088:u,3154832,3154842,3154897,3154866,3154906,3154881,3154922,3154824,3154817,3154945,3154935,3154973,3154848,3154853,3154872,3154895,3154926,3154852,3154922,3154804,3154889,3154939,3154931,3154833,3154897,3154870,3154952,3154884,3154953,3154874,3154843,3154878
BR_INST_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra088:u,173,171,174,174,174,174,173,174,176,174,172,175,174,171,169,172,174,174,174,171,174,173,175,176,176,166,171,170,174,175,173,172
BR_INST_EXEC.ALL_BRANCHES,rff88:u,15725409,15724833,15725898,15725560,15726936,15725508,15726736,15726563,15726734,15726856,15726878,15726882,15726277,15726833,15727073,15726974,15726823,15726604,15726614,15725989,15727104,15727050,15726539,15726539,15726530,15726934,15727059,15726625,15726923,15726800,15726345,15726592
BR_MISP_EXEC.COND.NOTAKEN,r4189:u,1853,1866,1857,1825,1862,1831,1832,1860,1879,1742,1849,1822,1813,1788,1763,1856,1856,1754,1857,1755,1845,1863,1848,1817,1816,1820,1795,1822,1866,1798,1840,1842
BR_MISP_EXEC.COND.TAKEN,r8189:u,35584,35648,35544,35440,35556,35445,35475,35539,35608,35157,35513,35463,35385,35220,35184,35606,35548,35228,35642,35314,35431,35531,35543,35462,35389,35392,35166,35400,35616,35189,35596,35455
BR_MISP_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8489:u,110,121,107,108,118,98,97,104,113,71,107,100,90,82,72,112,113,83,122,84,106,109,111,99,92,94,80,92,124,77,115,97
BR_MISP_EXEC.RETURN_NEAR.TAKEN,r8889:u,16,14,14,13,16,14,13,15,16,12,17,15,13,16,13,14,17,13,16,12,13,16,15,14,14,14,16,14,15,13,15,14
BR_MISP_EXEC.DIRECT_NEAR_CALL.TAKEN,r9089:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR_MISP_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra089:u,31,29,26,29,30,34,28,23,29,8,32,33,27,30,25,25,24,21,21,24,28,31,26,28,30,29,15,27,28,29,32,31
BR_MISP_EXEC.ALL_BRANCHES,rff89:u,37524,37506,37444,37518,37531,37654,37439,37323,37519,36843,37621,37588,37445,37563,37324,37416,37343,37206,37209,37373,37407,37576,37433,37446,37581,37466,36946,37472,37463,37521,37596,37587
IDQ_UOPS_NOT_DELIVERED.CORE,r019c:u,32444562,32432193,32434116,32463633,32442889,32454998,32455438,32421180,32439346,32415580,32448110,32430840,32420234,32449343,32442174,32427651,32414745,32425347,32423431,32453955,32432945,32429997,32432907,32433046,32454601,32438774,32527602,32440501,32434672,32533213,32425921,32442064
UOPS_EXECUTED_PORT.PORT_0,r01a1:u,14479630,14507085,14466001,14467570,14552269,14516825,14558953,14530662,14538344,14556007,14577471,14565788,14573511,14576650,14595243,14621833,14596465,14581604,14598012,14657839,14598918,14607364,14597341,14628348,14597557,14595837,14598701,14606534,14596515,14595422,14592060,14641524
UOPS_EXECUTED_PORT.PORT_1,r02a1:u,14162033,14133935,14173210,14181311,14099167,14131254,14093902,14127899,14123915,14102876,14089701,14105032,14100065,14097321,14085644,14133980,14088490,14130784,14087116,14137051,14085656,14122578,14086229,14169401,14088866,14133391,14089860,14137805,14088170,14125798,14093100,14131286
UOPS_EXECUTED_PORT.PORT_2,r04a1:u,12847886,12844723,12848100,12859134,12848950,12854508,12835162,12836941,12842174,12840056,12883128,12894380,12910382,12905254,12923004,12908439,12918480,12906030,12917282,12901761,12916296,12904972,12916071,12897813,12916565,12902110,12921589,12894257,12914808,12908790,12914955,12902536
UOPS_EXECUTED_PORT.PORT_3,r08a1:u,15094820,15082165,15099180,15096900,15100002,15102708,15126797,15136651,15136930,15141785,15097379,15087343,15072502,15078559,15055085,15070053,15054826,15072474,15056894,15069388,15054758,15072834,15055205,15074932,15055068,15073969,15053536,15081029,15055764,15069225,15058782,15072533
UOPS_EXECUTED_PORT.PORT_4,r10a1:u,14865411,14862946,14866286,14872252,14877113,14873342,14878593,14883959,14887138,14885120,14889380,14893882,14895170,14895363,14898896,14899671,14900641,14901862,14901251,14900813,14900472,14901559,14901373,14900475,14900134,14901700,14902360,14900840,14899512,14902600,14900841,14900552
UOPS_EXECUTED_PORT.PORT_5,r20a1:u,18105144,18941396,18254920,18909992,18350647,18539288,17629807,17341058,17083684,16894217,16518944,16392792,16154634,16210353,16065715,16250678,16059048,16152398,16038993,16088793,16037867,16089914,16041278,16105526,16041613,16104025,16046585,16075253,16044817,16092286,16054125,16067538
