Performance counter,Mnemonic,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
DTLB_LOAD_MISSES.STLB_HIT_4K,r2008:u,309,278,309,374,299,361,361,352,390,279,333,305,321,270,337,383,345,389,337,284,333,352,344,412,325,346,304,269,307,315,324,422
DTLB_LOAD_MISSES.STLB_HIT_2M,r4008:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTLB_LOAD_MISSES.STLB_HIT,r6008:u,326,315,295,376,292,312,299,450,356,279,314,290,369,274,266,418,410,346,345,368,296,295,326,339,293,520,303,288,273,331,272,327
DTLB_LOAD_MISSES.PDE_CACHE_MISS,r8008:u,234,240,228,224,225,235,228,226,228,239,220,225,217,223,229,220,184,226,205,221,227,212,222,222,225,231,221,224,231,220,226,231
INT_MISC.RECOVERY_CYCLES,r030d:u,322231,319460,320896,315746,311929,312429,313186,315897,315326,314643,310937,311651,312734,312696,308868,308953,306260,310127,308819,309484,307916,305374,308899,310167,308200,308073,309466,308965,309257,310973,309033,306412
UOPS_ISSUED.ANY,r010e:u,199905885,199877533,199930107,199886215,199864992,199854619,199880798,199925156,199914579,199920517,199893459,199895792,199904936,199889958,199872120,199850277,199865880,199852059,199878927,199851123,199860255,199829104,199872521,199862302,199859049,199845976,199879902,199847350,199865134,199857616,199870626,199831984
UOPS_ISSUED.FLAGS_MERGE,r100e:u,1052168,1052193,1052189,1052180,1052174,1052155,1052181,1052177,1052160,1052182,1052149,1052144,1052176,1052173,1052181,1052174,1052152,1052184,1052148,1052174,1052180,1052181,1052185,1052166,1052151,1052208,1052174,1052203,1052187,1052191,1052192,1052186
UOPS_ISSUED.SLOW_LEA,r200e:u,1057922,1057927,1057929,1057948,1057910,1057902,1057896,1057931,1057909,1057892,1057841,1057881,1057901,1057912,1057886,1057900,1057771,1057941,1057801,1057887,1057944,1057894,1057932,1057902,1057815,1057966,1057879,1057933,1057809,1057978,1057964,1057827
UOPS_ISSUED.SiNGLE_MUL,r400e:u,14442602,14439660,14440956,14442989,14441655,14440216,14443573,14448094,14447387,14447379,14445764,14446170,14445537,14444372,14443183,14439580,14443887,14440858,14443264,14439649,14442440,14440004,14443385,14440952,14441506,14441320,14443350,14440531,14441829,14440410,14443300,14439137
L2_RQSTS.DEMAND_DATA_RD_MISS,r2124:u,13382,13340,13274,13221,12714,12607,12579,13248,13038,12970,13185,12790,13117,13193,13357,13811,13144,13846,13635,7838,13216,9318,13440,5604,10738,8633,13264,13800,13250,13901,12939,13587
L2_RQSTS.DEMAND_DATA_RD_HIT,r4124:u,5008,4973,5732,5150,4241,4670,4137,4118,4190,4833,4876,4919,4876,5289,12091,45335,5997,42647,24556,30279,6596,32351,31638,20715,6987,32513,38571,15291,7286,23645,70965,14332
L2_RQSTS.ALL_DEMAND_DATA_RD,re124:u,18603,18626,19282,18669,17195,17556,16998,17633,17542,18050,18418,18010,18272,18782,25830,59391,19432,56769,38472,38441,20067,42172,45332,26736,18034,41312,52107,29412,20798,37898,83911,28239
L2_RQSTS.RFO_HIT,r4224:u,636456,641900,634768,641511,636969,641805,635080,643170,636797,641982,625280,635727,630519,638661,613655,637579,630157,637792,619660,634805,632709,638767,627747,638514,637386,635360,629634,638829,638352,637185,631385,638289
L2_RQSTS.RFO_MISS,r2224:u,13361,13164,14516,13632,13140,12838,13927,12086,13198,12626,19592,18007,18673,15283,29606,13698,19303,14224,23771,16102,17784,13197,18380,13031,13486,15572,17346,12810,13056,13832,16110,13013
L2_RQSTS.ALL_RFO,re224:u,650120,655244,648946,655287,650427,655117,648597,655366,650752,654904,645446,653847,648018,653625,642633,651370,650389,652199,643761,651210,650788,651359,643519,651146,650354,652276,647104,651396,653806,651140,646778,653000
L2_RQSTS.CODE_RD_HIT,r4424:u,599,592,581,546,587,591,579,608,597,603,541,601,555,566,580,594,589,569,549,558,589,582,550,586,599,608,624,604,594,583,534,586
L2_RQSTS.CODE_RD_MISS,r2424:u,1684,1711,1674,1655,1666,1651,1653,1683,1665,1676,1578,1664,1607,1590,1606,1634,1609,1565,1536,1605,1632,1617,1591,1638,1641,1632,1667,1629,1600,1671,1528,1617
L2_RQSTS.ALL_DEMAND_MISS,r2724:u,28837,28226,29788,27882,27700,26937,28775,27312,28140,27126,33718,33082,36195,31537,46635,31664,33132,30066,41012,24915,30364,25442,41025,22389,27301,23718,32038,28484,28670,30117,30795,27843
L2_RQSTS.ALL_DEMAND_REFERENCES,re724:u,671268,676080,670646,676224,670655,674583,668574,675164,670938,675349,664727,673928,668613,675269,671717,712175,671958,711439,683627,691351,674602,696098,691646,679882,671674,694695,700909,684840,676843,689667,735927,683214
L2_RQSTS.ALL_CODE_RD,re424:u,2256,2323,2288,2299,2268,2277,2253,2262,2219,2161,2250,2276,2168,2258,2206,2214,2214,2196,2157,2222,2215,2144,2125,2236,2125,2256,2203,2245,2110,2132,2234,2284
L2_RQSTS.L2_PF_HIT,r5024:u,24546,24104,26805,23932,24540,24593,25302,24551,25999,25062,33650,28897,32307,31025,38647,29357,32313,26928,36619,26574,28382,26653,36560,26668,27041,27417,31974,26261,26600,31984,35780,25503
L2_RQSTS.L2_PF_MISS,r3024:u,1353956,1351546,1353654,1353227,1353662,1352192,1353932,1352761,1353862,1353587,1355856,1354196,1355344,1354838,1356003,1354410,1354859,1354480,1356323,1354141,1355045,1354848,1356466,1354434,1354872,1350218,1356236,1354996,1354980,1354680,1356663,1354506
L2_RQSTS.ALL_PF,rf824:u,2086298,2084900,2087781,2085729,2088037,2086838,2089286,2086608,2089174,2087952,2095238,2092231,2097568,2093737,2094489,2050587,2092340,2054150,2080052,2070171,2091268,2066186,2071796,2081553,2092028,2068239,2063961,2078559,2088787,2072069,2031278,2078797
L2_RQSTS.MISS,r3f24:u,1387721,1386116,1389346,1386081,1387796,1386942,1389566,1386741,1389701,1388002,1407011,1394617,1405958,1398055,1425986,1390854,1396163,1395287,1417553,1388851,1394141,1389791,1409127,1390210,1391461,1393116,1402241,1389621,1391953,1393781,1403106,1387953
L2_RQSTS.REFERENCES,rff24:u,2756965,2760928,2758386,2761978,2758471,2761544,2757442,2761953,2759983,2763029,2761770,2766119,2765925,2768489,2766051,2763026,2764304,2764686,2765406,2762237,2765092,2762513,2765187,2761770,2762599,2763238,2764002,2762706,2765208,2763205,2765924,2762179
L2_DEMAND_RQSTS.WB_HIT,r5027:u,656830,656660,658137,657550,657984,657435,657228,657579,657478,657743,656841,656846,657296,657154,657304,656135,656761,657042,657283,655627,656832,656189,655498,656247,655669,656086,654784,655541,651755,655139,654253,655652
LONGEST_LAT_CACHE.REFERENCE,cache-references:u,39356,34236,42624,34678,40007,35146,42139,35053,40336,37368,63781,44976,57410,46306,79772,43018,48927,41108,73751,38111,42033,40219,85494,45274,41658,40214,56645,40799,40546,49467,57504,38578
LONGEST_LAT_CACHE.MISS,cache-misses:u,23998,20726,25426,17251,22026,16769,20592,17738,19995,18709,24746,19468,22906,17508,25822,19868,22083,20227,26154,13680,15597,16832,29330,21797,16221,17685,19681,15403,14087,20988,20814,14550
CPU_CLK_UNHALTED.THREAD_P,cycles:u,143529377,166133087,143370503,158226881,131670485,134330452,111760576,110392808,98598744,99030070,82381030,89828326,82431201,86342018,72851102,84553409,79056654,84765229,73221722,83405133,78713709,84662294,73246442,83771280,78483738,84710569,73483841,84579068,78286047,84942749,74390839,85879854
CPU_CLK_THREAD_UNHALTED.REF_XCLK,bus-cycles:u,3702380,4285995,3695340,4073946,3397750,3459234,2877822,2844138,2541585,2552242,2116707,2317271,2120150,2223964,1876514,2179714,2033590,2185082,1881982,2149912,2026832,2180986,1888469,2154665,2022878,2190624,1898046,2176251,2013942,2184612,1919585,2214982
L1D_PEND_MISS.PENDING,r0148:u,363555,373970,384171,387307,332898,353777,440983,396677,387324,373098,451277,470371,443023,456389,555417,705638,465007,698302,887016,656444,458393,669701,757992,554375,472942,686961,858171,633078,492041,691963,1119114,568178
DTLB_STORE_MISSES.MISS_CAUSES_A_WALK,r0149:u,21647,22236,21716,20624,20783,21166,20410,19604,19800,20098,19483,19047,19226,19645,19364,19463,18916,19758,19053,19444,18948,19592,19158,19657,18975,19693,19308,19726,19326,19717,19490,19554
DTLB_STORE_MISSES.WALK_COMPLETED_4K,r0249:u,20513,21106,20571,19488,19645,20030,19272,18463,18664,18964,18349,17912,18092,18515,18223,18324,17773,18623,17919,18306,17809,18457,18018,18512,17841,18563,18168,18589,18190,18583,18347,18420
DTLB_STORE_MISSES.WALK_COMPLETED_2M_4M,r0449:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTLB_STORE_MISSES.WALK_COMPLETED,r0e49:u,20502,21126,20549,19392,19652,20052,19254,18498,18656,18981,18340,17880,18091,18570,18218,18305,17778,18647,17918,18316,17820,18414,18016,18520,17860,18580,18167,18542,18189,18508,18333,18459
DTLB_STORE_MISSES.WALK_DURATION,r1049:u,392089,385716,408795,359308,358847,363882,357025,352381,347960,345308,349918,341551,341366,358341,351247,341603,311972,332779,339773,348764,322550,331351,341761,338658,325138,339648,352401,358543,329627,339856,344515,335038
DTLB_STORE_MISSES.STLB_HIT_4K,r2049:u,12054,11478,20764,20450,15568,17696,27460,27343,24046,31342,30182,29032,25822,29491,25019,28140,27462,29480,22965,23765,28568,27288,21558,25842,30750,27113,20390,26274,30717,27547,25296,26817
DTLB_STORE_MISSES.STLB_HIT_2M,r4049:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTLB_STORE_MISSES.STLB_HIT,r6049:u,12101,11637,20984,20356,15553,17547,27432,27422,23900,31274,30132,29288,25869,29708,25188,28011,27398,29528,22856,23860,28916,27103,21479,25961,30964,27758,20595,26276,30814,27438,25312,26773
DTLB_STORE_MISSES.PDE_CACHE_MISS,r8049:u,2149,2139,2146,2190,2141,2143,2144,2189,2141,2140,2141,2230,2138,2141,2139,2192,2136,2139,2138,2196,2145,2138,2139,2190,2145,2139,2132,2193,2141,2140,2139,2187
LOAD_HIT_PRE.SW_PF,r014c:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOAD_HIT_PRE.HW_PF,r024c:u,20332,11848,22772,12448,42739,22097,81814,74263,103784,93586,93662,95965,105969,112908,138136,544291,135902,370110,1447587,627315,143118,287001,880144,470980,87406,219182,378259,190044,74163,170634,88236,56765
L1D.REPLACEMENT,r0151:u,1383387,1383576,1383839,1383349,1383779,1383462,1384047,1383596,1383735,1384382,1384143,1383822,1383720,1384173,1384386,1383519,1383923,1383551,1385103,1383765,1383713,1384893,1385190,1384441,1385284,1385120,1385180,1384663,1386991,1384062,1386448,1384438
MOVE_ELIMINATION.INT_NOT_ELIMINATED,r0458:u,5430,5422,5410,5438,5435,5438,5422,5428,5425,5448,5418,5430,5423,5437,5412,5423,5426,5440,5423,5409,5427,5454,5417,5411,5419,5424,5413,5423,5418,5434,5439,5436
MOVE_ELIMINATION.SIMD_NOT_ELIMINATED,r0858:u,1857,1550,1807,1326,1538,1509,1659,1811,1698,1561,1555,1656,1549,1394,1543,1423,1413,1437,1427,1492,1413,1351,1490,1454,1328,1451,1497,1566,1379,1584,1485,1300
MOVE_ELIMINATION.INT_ELIMINATED,r0158:u,54136,54359,54291,54331,54180,54276,54191,54347,54181,54185,54034,53983,54213,54276,54370,54305,54260,54302,54326,54296,54296,54237,54316,54186,54078,54371,54314,54369,54256,54093,54317,54251
MOVE_ELIMINATION.SIMD_ELIMINATED,r0258:u,14440622,14439669,14440196,14440648,14441096,14438646,14442543,14446399,14444583,14444194,14442856,14444180,14443078,14441005,14440346,14438930,14440735,14437845,14440974,14436922,14440680,14438304,14441626,14438409,14439076,14438070,14441633,14438202,14439158,14439214,14440832,14437198
CPL_CYCLES.RING0,r015c:u,2216,2216,2216,2215,2214,2215,2213,2214,2210,2211,2209,2211,2209,2210,2209,2211,2210,2212,2210,2208,2209,2210,2208,2209,2210,2216,2209,2210,2208,2211,2209,2210
CPL_CYCLES.RING123,r025c:u,143784520,165439201,143199603,158265195,131591292,134311855,111748242,110376810,98742856,98868906,82375840,89813383,82517631,86300970,72854332,84561121,79082797,84845385,73275078,83280859,78616939,84738289,73144928,83490959,78447038,84672101,73452227,84721984,78526265,84906710,74353756,86124498
RS_EVENTS.EMPTY_CYCLES,r015e:u,1261266,1251702,1213795,1199293,1190469,1187761,1175151,1193823,1197640,1159861,1149865,1197321,1181942,1144673,1126053,1276337,1260907,1963418,1297812,2402652,1601745,2455559,1306389,2458259,1586735,2439559,1325916,2611210,1791587,2287966,1318685,2756256
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,r0160:u,1305791509,1379398477,1025271858,1301490268,1366258361,1442295318,1154125738,812491111,864901232,895988557,647702194,804311211,706283316,793079139,564120290,649075001,578655793,546699293,455394495,460024287,497073428,649001766,608040333,510983809,489011358,548369081,301840653,530263603,469709965,579976146,497734050,474287646
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_CODE_RD,r0260:u,927562721,566222571,617537296,1039162775,708620441,922554847,659925246,534478369,542837677,715340342,475279335,417861052,458854037,458331704,503771421,466296404,620130134,599378926,490609870,637828003,565613047,461665632,544415486,526728036,377194308,688064440,591791404,628202682,563795159,690055300,580422669,662740414
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_RFO,r0460:u,2740116,2222372,2756035,15237128,2342402,3810775,2566247,3669648,9305379,2112748,12812269,2516545,3076922,2658878,3561761,2590047,3333402,3680450,3591680,2252428,17462777,3363510,3762779,2230591,11840374,14445675,19926472,8211723,2906605,4060919,11243584,14512498
OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD,r0860:u,511499993,593247268,479886103,630668828,442190258,441169444,368823730,367980527,365909823,326051277,240131180,272299396,219987985,284099738,199315600,250992474,235986637,252915468,201351931,236850273,215603910,264430578,198384539,251311316,206510340,254840906,196567891,173162221,214319773,233656714,205111514,189951047
LOCK_CYCLES.SPLIT_LOCK_UC_LOCK_DURATION,r0163:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOCK_CYCLES.CACHE_LOCK_DURATION,r0263:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDQ.EMPTY,r0279:u,2611925,2620441,2636775,2621603,2603553,2597835,2578946,2613777,2609068,2609334,2583946,2599115,2585258,2603723,2561242,2589422,2566756,2588846,2547009,2589078,2574773,2588881,2564356,2575949,2559031,2567998,2568906,2582943,2576443,2609077,2572322,2562330
IDQ.MITE_UOPS,r0479:u,372302,381875,387047,374337,371533,373485,362458,375910,377581,375782,376023,379380,371756,369343,362472,368012,362500,370266,355296,376487,359438,372996,377019,372451,366413,370459,371800,373529,361054,380287,368791,363131
IDQ.DSB_UOPS,r0879:u,77861548,77862004,77846773,77825537,77812314,77824346,77819880,77837672,77820524,77816245,77811264,77799271,77802286,77790017,77770276,77782839,77784383,77767794,77776324,77769946,77780141,77788020,77772108,77773739,77771984,77784043,77780157,77797873,77772251,77810274,77770425,77761653
IDQ.MS_DSB_UOPS,r1079:u,1083429,1083600,1083952,1083543,1083709,1083785,1083810,1084068,1084409,1083767,1084034,1083515,1083146,1083971,1083878,1083189,1083434,1083921,1083661,1083715,1083780,1084058,1084020,1083727,1083872,1083394,1083654,1083580,1083989,1083489,1083891,1083833
IDQ.MS_MITE_UOPS,r2079:u,1187994,1185952,1179990,1174133,1164925,1168763,1173634,1179632,1169700,1164091,1164471,1158456,1158073,1152860,1150517,1156108,1156258,1146130,1149750,1146893,1151426,1154808,1144309,1147008,1144644,1152055,1144055,1153117,1148890,1169548,1144343,1144523
IDQ.MS_UOPS,r3079:u,2271423,2269552,2263943,2257675,2248634,2252548,2257444,2263700,2254109,2247857,2248505,2241970,2241219,2236831,2234395,2239297,2239692,2230051,2233411,2230608,2235206,2238866,2228329,2230735,2228516,2235449,2227710,2236697,2232879,2253037,2228234,2228356
IDQ.ALL_DSB_CYCLES_ANY_UOPS,r01001879:u,24101031,24099608,24097853,24094655,24090410,24089948,24093234,24093832,24086659,24088733,24084236,24087508,24080308,24087486,24077912,24081098,24078673,24083890,24079528,24079187,24076564,24082427,24078375,24077073,24079028,24079768,24078782,24082665,24076781,24087205,24083446,24076214
IDQ.ALL_DSB_CYCLES_4_UOPS,r04001879:u,14275239,14271683,14270975,14268913,14265247,14262516,14265975,14266051,14262384,14263045,14259094,14260066,14256556,14261918,14254648,14257670,14254418,14257636,14254656,14254229,14255686,14255878,14255166,14253749,14253077,14255113,14255197,14256662,14251474,14261320,14256882,14250969
IDQ.ALL_MITE_CYCLES_ANY_UOPS,r01002479:u,765938,761594,755396,755924,754442,746637,749758,753811,753706,747993,744408,747257,746254,748228,740394,741765,739837,743755,737299,739107,739831,745184,743767,741904,736747,741078,742221,745048,740790,752965,741232,739466
IDQ.ALL_MITE_CYCLES_4_UOPS,r04002479:u,200873,199360,197240,195988,196682,193286,194517,195852,196408,193994,192775,194285,192948,194983,190588,192499,190298,193060,189878,190994,190809,193864,191930,191670,189375,191668,191197,193310,190884,197310,191526,190230
IDQ.MITE_ALL_UOPS,r3c79:u,80461764,80492970,80488146,80463247,80474810,80416872,80446120,80471350,80461902,80440822,80414160,80441039,80400094,80395728,80389188,80383048,80344439,80375457,80362426,80380803,80349577,80389937,80389782,80355851,80397469,80373093,80434766,80405861,80373518,80461683,80385978,80358931
ICACHE.MISSES,r0280:u,1320,1343,1337,1308,1252,1287,1293,1281,1292,1279,1291,1326,1292,1243,1276,1204,1194,1193,1176,1228,1204,1244,1236,1237,1278,1229,1255,1274,1226,1279,1202,1196
ITLB_MISSES.MISS_CAUSES_A_WALK,r0185:u,309,310,310,308,308,297,305,300,305,307,305,308,304,308,309,291,301,303,304,304,304,310,307,309,305,300,300,307,302,305,305,302
ITLB_MISSES.WALK_COMPLETED_4K,r0285:u,181,180,183,181,181,179,179,178,178,177,177,180,181,178,180,174,174,178,174,178,178,181,176,177,177,175,177,180,177,180,177,177
ITLB_MISSES.WALK_COMPLETED_2M_4M,r0485:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.WALK_COMPLETED,r0e85:u,179,177,179,176,181,179,180,176,179,179,177,176,178,176,177,177,180,181,177,179,181,179,179,179,176,180,178,181,179,174,176,180
ITLB_MISSES.WALK_DURATION,r1085:u,6569,6651,6451,6192,6740,6458,6553,6586,6483,6548,6452,6062,6391,6271,6442,7116,6889,6642,6637,6312,6269,6814,7027,6905,6265,6680,7197,6721,6292,6130,6548,6746
ITLB_MISSES.STLB_HIT_4K,r2085:u,32,33,34,36,35,36,35,33,33,36,36,32,34,36,34,35,30,34,33,34,33,35,34,34,32,35,32,31,34,29,34,35
ITLB_MISSES.STLB_HIT_2M,r4085:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.STLB_HIT,r6085:u,36,37,35,35,35,35,35,33,35,36,36,32,35,34,35,35,31,33,34,34,34,33,35,35,34,34,35,36,32,33,34,34
ILD_STALL.LCP,r0187:u,77,82,83,75,78,81,83,68,90,81,81,66,70,82,70,78,69,68,66,65,69,72,65,73,80,74,71,83,75,81,73,72
ILD_STALL.IQ_FULL,r0487:u,235365,304274,242196,286329,166153,251305,143803,182115,112614,178188,108309,152748,93632,142638,94162,138641,82058,133887,83904,133542,79102,130656,82372,131464,74458,130444,81861,133178,75769,130138,79591,127150
BR_INST_EXEC.COND.NOTAKEN,r4188:u,4885744,4885581,4885924,4885492,4885776,4886248,4885859,4885742,4885798,4885790,4885672,4886020,4885663,4885633,4885892,4886276,4885974,4885902,4885716,4885746,4885812,4885794,4885662,4885664,4886266,4885857,4885945,4885854,4886225,4885764,4885788,4885917
BR_INST_EXEC.COND.TAKEN,r8188:u,6090315,6089746,6090321,6090023,6090596,6089680,6091000,6091228,6090996,6091248,6090751,6090777,6090577,6090443,6090392,6089958,6090196,6089622,6090247,6089731,6089978,6089562,6090262,6089917,6090179,6089618,6090320,6089782,6089967,6089816,6090269,6089649
BR_INST_EXEC.DIRECT_JMP.TAKEN,r8288:u,2186,2210,2164,2165,2178,2209,2207,2178,2169,2165,2186,2186,2159,2165,2163,2159,2195,2182,2176,2170,2175,2195,2180,2207,2172,2188,2199,2198,2221,2206,2177,2174
BR_INST_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8488:u,1051402,1051402,1051386,1051401,1051404,1051392,1051383,1051376,1051393,1051393,1051393,1051388,1051408,1051400,1051413,1051402,1051417,1051402,1051416,1051407,1051405,1051381,1051386,1051397,1051405,1051420,1051392,1051417,1051421,1051399,1051400,1051414
BR_INST_EXEC.RETURN_NEAR.TAKEN,r8888:u,3165286,3165265,3165284,3165266,3165221,3165241,3165230,3165229,3165292,3165266,3165273,3165298,3165228,3165270,3165230,3165270,3165247,3165213,3165294,3165292,3165279,3165302,3165291,3165277,3165297,3165281,3165314,3165288,3165296,3165250,3165248,3165235
BR_INST_EXEC.DIRECT_NEAR_CALL.TAKEN,r9088:u,3154952,3154917,3154948,3154923,3154821,3154928,3154932,3154862,3154972,3154872,3154896,3154985,3154880,3154921,3154926,3154919,3154880,3154944,3154902,3154930,3154917,3154935,3154922,3154915,3154993,3154911,3154928,3154940,3154974,3154915,3154921,3154860
BR_INST_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra088:u,179,177,176,176,177,178,176,177,178,178,174,174,177,175,176,180,177,178,176,176,174,176,176,176,174,177,179,175,174,178,181,173
BR_INST_EXEC.ALL_BRANCHES,rff88:u,18350262,18349445,18350674,18349993,18350036,18349108,18350566,18350934,18350987,18350843,18350746,18350946,18350491,18350377,18350108,18349808,18349788,18349103,18349797,18349411,18349714,18349291,18350233,18350168,18349996,18349451,18350334,18349414,18350028,18349144,18350268,18349184
BR_MISP_EXEC.COND.NOTAKEN,r4189:u,1866,1892,1896,1878,1918,1883,1895,1881,1878,1895,1889,1879,1879,1880,1858,1869,1860,1881,1860,1883,1880,1900,1908,1892,1886,1906,1889,1904,1898,1891,1871,1881
BR_MISP_EXEC.COND.TAKEN,r8189:u,35648,35584,35571,35583,35672,35666,35614,35632,35621,35631,35613,35623,35581,35626,35470,35627,35416,35570,35484,35627,35570,35672,35632,35617,35568,35670,35622,35629,35614,35615,35462,35575
BR_MISP_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8489:u,120,114,112,115,113,122,132,115,118,110,113,113,109,122,105,110,95,121,115,117,112,116,115,112,113,124,112,117,118,125,101,112
BR_MISP_EXEC.RETURN_NEAR.TAKEN,r8889:u,20,23,20,19,22,20,21,20,20,19,19,19,20,18,17,18,16,18,18,20,18,21,18,19,18,18,20,19,19,21,17,18
BR_MISP_EXEC.DIRECT_NEAR_CALL.TAKEN,r9089:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR_MISP_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra089:u,31,35,35,33,34,35,33,34,32,33,34,35,33,24,34,32,28,35,27,34,27,34,34,32,21,29,35,30,23,27,32,34
BR_MISP_EXEC.ALL_BRANCHES,rff89:u,37612,37735,37756,37698,37705,37722,37687,37732,37652,37658,37697,37740,37675,37393,37718,37670,37482,37712,37468,37740,37516,37746,37746,37632,37269,37535,37737,37580,37297,37483,37686,37728
IDQ_UOPS_NOT_DELIVERED.CORE,r019c:u,40663648,40680977,40657838,40631336,40623217,40593796,40616844,40651252,40615960,40612628,40628151,40606045,40580321,40569568,40561860,40504625,40535084,40530776,40541520,40512184,40493558,40517046,40556914,40514373,40493212,40585122,40548906,40559679,40543274,40560867,40559247,40532775
UOPS_EXECUTED_PORT.PORT_0,r01a1:u,25546876,25635086,25204208,25212838,26118671,25761879,26113857,25682870,25835780,25858508,26200629,25960202,26085359,26204666,26413669,26525654,27313464,26518541,26503200,26975328,27598335,26301830,26591250,26739831,27461000,25972852,26688206,26833580,27199962,26536048,26832640,26531736
UOPS_EXECUTED_PORT.PORT_1,r02a1:u,29356235,29253185,29678324,29674154,28765780,29119344,28774864,29215629,29070019,29042797,28740985,28965767,28839990,28731068,28649251,29996165,29079586,29367291,28791557,29323478,29742059,29459940,28756143,29432813,29803292,29421893,28789862,29689574,29359845,29712559,28959650,29709833
UOPS_EXECUTED_PORT.PORT_2,r04a1:u,31892645,31866210,32019354,32095236,31915302,32037806,31930887,32143698,32305959,32231816,32408475,32562263,32610681,32642594,33083647,32879861,33003930,33036243,33139575,33024449,33148948,33039302,33175279,33098871,33108702,32983980,33192439,33016001,33141021,33087355,33163604,32936574
