Performance counter,Mnemonic,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
CPU_CLK_UNHALTED.THREAD_P,cycles:u,253676248,252301940,258871048,217677722,168009396,161021462,161332569,160752202,160777650,160402085,160457197,160353270,160360890,160132762,159927715,159828350,160122497,159637505,159404321,159352797,159457536,160193172,159568373,159780446,159669090,159535702,159824620,159562341,159612265,159535967,159621542,159527536
CPU_CLK_THREAD_UNHALTED.REF_XCLK,bus-cycles:u,6545227,6498219,6658637,5609884,4346270,4144834,4183044,4148949,4138333,4127760,4127330,4133055,4133184,4123534,4128799,4110918,4125172,4111736,4102226,4103028,4109987,4146367,4124517,4130637,4121345,4107848,4123133,4113555,4125956,4113639,4123608,4120478
L1D_PEND_MISS.PENDING,r0148:u,1210944,925801,1067914,763583,793788,613873,993739,463643,501727,430503,379420,608203,651186,557721,571920,523647,524514,449460,393176,398217,371284,569896,474535,493837,446584,470585,558474,436560,429742,491845,471496,422781
DTLB_STORE_MISSES.MISS_CAUSES_A_WALK,r0149:u,20691,20659,20602,20877,19397,18928,18921,18945,18944,18932,18935,18944,18931,18938,18918,18901,18892,18900,18877,18885,18876,18879,18878,18872,18904,18877,18873,18868,18887,18883,18876,18890
DTLB_STORE_MISSES.WALK_COMPLETED_4K,r0249:u,19554,19521,19475,19736,18260,17793,17786,17803,17801,17801,17801,17806,17794,17803,17780,17758,17752,17761,17743,17744,17736,17742,17740,17732,17768,17743,17735,17728,17754,17739,17737,17747
DTLB_STORE_MISSES.WALK_COMPLETED_2M_4M,r0449:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTLB_STORE_MISSES.WALK_COMPLETED,r0e49:u,19533,19512,19378,19742,18254,17800,17798,17803,17797,17810,17801,17805,17782,17796,17776,17758,17745,17751,17745,17751,17738,17753,17736,17733,17756,17750,17746,17735,17742,17746,17746,17743
DTLB_STORE_MISSES.WALK_DURATION,r1049:u,373093,410359,346855,374602,397691,364177,391571,347267,353141,346251,338692,359227,377349,378992,349223,351258,430041,346574,323989,332945,335599,358966,342193,361895,344558,341589,369387,377120,353357,381475,359145,349911
DTLB_STORE_MISSES.STLB_HIT_4K,r2049:u,22906,22095,21930,24884,28896,29912,29430,29978,29842,29858,29772,29873,29279,29247,29569,29529,29442,29717,29633,28819,29688,28862,29764,29464,29604,29311,29051,29144,29509,29032,29735,29636
DTLB_STORE_MISSES.STLB_HIT_2M,r4049:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTLB_STORE_MISSES.STLB_HIT,r6049:u,22720,22216,22025,24755,29037,29968,29861,29698,29363,29746,29680,29555,29381,29286,29684,29781,29738,29471,29701,29170,29427,28728,29400,29340,29555,29143,29135,28764,29394,29222,29779,28987
DTLB_STORE_MISSES.PDE_CACHE_MISS,r8049:u,2150,2150,2148,2148,2147,2148,2140,2143,2142,2137,2145,2147,2144,2141,2148,2142,2145,2142,2148,2145,2141,2142,2143,2144,2144,2149,2145,2144,2147,2135,2142,2145
LOAD_HIT_PRE.SW_PF,r014c:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOAD_HIT_PRE.HW_PF,r024c:u,21560,25672,35888,27440,30307,19968,19989,17378,33075,18285,18128,15493,17613,17735,16109,16285,16247,22972,16099,16861,16064,20077,19466,17389,17403,26673,16169,24951,16699,13632,13856,12510
L1D.REPLACEMENT,r0151:u,1392051,1393046,1390801,1392288,1392372,1389953,1392940,1389593,1387889,1388063,1387936,1389682,1389551,1389292,1389414,1389179,1392098,1388886,1389521,1388448,1389150,1388123,1388156,1388449,1388186,1388262,1391284,1388528,1388141,1388933,1388630,1388276
MOVE_ELIMINATION.INT_NOT_ELIMINATED,r0458:u,5419,5416,5436,5454,5428,5427,5424,5430,5409,5415,5432,5444,5434,5443,5447,5438,5445,5430,5443,5423,5442,5431,5409,5421,5407,5434,5436,5443,5437,5407,5433,5441
MOVE_ELIMINATION.SIMD_NOT_ELIMINATED,r0858:u,71,87,86,122,135,130,212,126,157,149,144,145,129,176,140,156,185,145,88,118,66,120,125,146,136,132,155,236,152,109,125,133
MOVE_ELIMINATION.INT_ELIMINATED,r0158:u,54352,54510,54142,54253,54370,54232,54738,54299,54038,54222,54191,53922,54389,54209,54321,54257,54516,53981,54282,54288,54083,54343,54372,54243,54369,54281,54225,54446,54202,54418,54202,54223
MOVE_ELIMINATION.SIMD_ELIMINATED,r0258:u,11547527,11547274,11542427,11548741,11545044,11544271,11543538,11542423,11541699,11541531,11542050,11541425,11541630,11541675,11541193,11541703,11541418,11541334,11542180,11540659,11539598,11540913,11540950,11543188,11541513,11540984,11540673,11542399,11541786,11540761,11540882,11540817
CPL_CYCLES.RING0,r015c:u,2221,2222,2228,2230,2219,2214,2218,2218,2216,2224,2216,2217,2217,2219,2215,2216,2216,2215,2218,2216,2214,2219,2225,2220,2219,2215,2221,2217,2221,2218,2216,2227
CPL_CYCLES.RING123,r025c:u,250912331,251631135,258352804,218031966,167751077,160975502,160688730,160598674,160538044,160688189,160344160,160239753,160169464,160228809,160049427,159816716,159755060,159687122,159760022,159457903,159536264,159421684,159570780,159808911,159604092,159531452,159549107,159768712,159567988,159581072,159628419,159503700
RS_EVENTS.EMPTY_CYCLES,r015e:u,1283424,1305873,1223625,1953899,1368707,1307350,1272373,1276157,1285914,1407304,1313707,1295304,1349532,1374501,1317201,1307192,1344423,1303443,1393792,1233619,1315476,1264846,1324533,1450514,1324723,1361009,1364268,1420893,1339377,1312143,1335828,1283524
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,r0160:u,2341135066,2559896361,2877600447,1701474317,852409545,1072704397,661630022,838284210,872580895,740411488,792182312,808449517,780134315,1080080283,781264719,900919889,750524000,898609882,712465940,813243649,803648484,800646115,900271346,716634320,1157574789,740479098,915499689,711564118,739531325,636780149,743548844,730640369
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_CODE_RD,r0260:u,1716106443,1699199285,1680063676,1287907220,967860035,1048872592,1063277565,868375243,1011518532,949415989,749544635,1023688155,1031501188,723047388,1192242271,567882672,1177304122,911764761,1031304165,793615332,1065574133,932261576,932295848,739414749,505273970,1088244671,645865330,725904441,817895838,1189083013,767996151,793766318
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_RFO,r0460:u,3728736,23431558,23417899,75924746,47910968,34366191,3804891,3176941,2652835,2969374,2917051,26711576,16031559,55958105,2436611,2954634,28279755,61332350,5256610,5521985,2620795,2690631,35991215,2675972,2762606,2985470,58677592,3249128,3282347,9697298,2661928,21783668
OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD,r0860:u,1299752371,1173918042,964356587,957611804,583080050,679104314,505117790,564532507,538339237,531051767,500150277,476665112,566899331,581593578,543976124,529570266,550430774,618459044,563031134,522353292,519639108,602054626,624298458,586113576,574138593,526827858,604511467,521113428,599163854,566881324,545189204,534262617
LOCK_CYCLES.SPLIT_LOCK_UC_LOCK_DURATION,r0163:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOCK_CYCLES.CACHE_LOCK_DURATION,r0263:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDQ.EMPTY,r0279:u,2680737,2703348,2621874,2735074,2679415,2728003,2790044,2663496,2643079,2676544,2656606,2635457,2661463,2728809,2677328,2649506,2656857,2638756,2744751,2612693,2602880,2639328,2625367,2629241,2618657,2656393,2637306,2627500,2659998,2626231,2628758,2628058
IDQ.MITE_UOPS,r0479:u,531162,556550,528106,568132,550750,568395,574958,532577,539619,548217,541199,521197,537461,557826,545377,519585,522607,518957,570712,542777,677479,519459,520575,523547,526410,543805,538050,526406,530600,527582,539649,547189
IDQ.DSB_UOPS,r0879:u,78133164,78173636,78083008,78219188,78162528,78286862,78251386,78123495,78067886,78145830,78106088,78073191,78106372,78124127,78099447,78107685,78093133,78131152,78049336,78027334,78014592,78059666,78634006,78075562,78064467,78072054,78037569,78064226,78075843,78080775,78078927,78128828
IDQ.MS_DSB_UOPS,r1079:u,1083890,1084047,1083912,1085113,1083986,1084345,1085382,1083398,1083826,1083697,1083888,1084015,1083699,1084110,1083585,1084245,1083849,1085266,1084470,1083680,1084059,1083318,1084118,1084125,1083959,1083585,1083981,1084243,1084512,1084002,1083998,1084522
IDQ.MS_MITE_UOPS,r2079:u,1170713,1188826,1181241,1230711,1188018,1235447,1202475,1187078,1177139,1206827,1196802,1180953,1193292,1206515,1193642,1195074,1197837,1204847,1180976,1174963,1162778,1173947,1188047,1184391,1178313,1190111,1167908,1174332,1182961,1176613,1179120,1187209
IDQ.MS_UOPS,r3079:u,2254603,2272872,2265154,2315824,2272004,2319792,2287857,2270476,2260965,2290524,2280690,2264968,2276992,2290625,2277227,2279319,2281686,2290113,2265446,2258643,2246837,2257265,2272165,2268516,2262272,2273695,2251888,2258576,2267473,2260616,2263118,2271731
IDQ.ALL_DSB_CYCLES_ANY_UOPS,r01001879:u,24236901,24226927,24214739,24256563,24248488,24374121,24274544,24229721,24219302,24228000,24224042,24226245,24233988,24233143,24225602,24233112,24223225,24231493,24323690,24227194,24198334,24232949,24226810,24222211,24227192,24226567,24218632,24204738,24216509,24222441,24315841,24445891
IDQ.ALL_DSB_CYCLES_4_UOPS,r04001879:u,14240008,14232583,14226120,14245656,14237141,14291247,14254247,14226398,14221793,14226099,14223939,14222000,14225711,14226944,14224615,14228682,14222324,14227155,14282489,14222677,14206726,14226690,14223146,14220962,14222774,14223382,14220715,14212007,14218814,14220088,14256711,14320374
IDQ.ALL_MITE_CYCLES_ANY_UOPS,r01002479:u,823752,824020,826303,855027,845036,917768,865402,841112,836751,839947,840690,843004,855153,842989,840383,845952,843600,852083,919847,830889,825769,853961,839247,839351,837563,838846,836522,825702,833945,838128,863405,950052
IDQ.ALL_MITE_CYCLES_4_UOPS,r04002479:u,201377,201962,202711,211499,198333,239654,206658,197220,196206,198182,197884,198751,204864,198984,197076,200053,199122,203663,228118,198321,192119,204481,197905,198426,196712,197183,195760,190930,195335,196914,219784,253399
IDQ.MITE_ALL_UOPS,r3c79:u,80948080,81313790,80864653,81076734,81018994,81019437,81156439,80888317,80987317,80962003,80911236,80883856,81030764,81241842,80870240,80889217,80887232,80960119,80967492,80945918,80807054,80964291,80909266,80840027,80857125,80875047,80815253,80848709,80871199,80865689,80872702,80905840
ICACHE.MISSES,r0280:u,1228,1230,1247,1219,1212,1213,1244,1278,1217,1257,1246,1212,1239,1232,1241,1236,1241,1218,1241,1209,1228,1206,1215,1214,1163,1174,1210,1148,1216,1250,1220,1185
ITLB_MISSES.MISS_CAUSES_A_WALK,r0185:u,339,333,352,345,334,329,337,349,349,355,334,358,356,327,371,375,362,353,352,349,341,350,333,364,349,352,347,335,369,371,363,366
ITLB_MISSES.WALK_COMPLETED_4K,r0285:u,197,192,206,196,185,183,182,194,198,198,180,197,195,180,209,210,197,198,199,197,193,196,186,207,197,197,193,193,207,212,207,205
ITLB_MISSES.WALK_COMPLETED_2M_4M,r0485:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.WALK_COMPLETED,r0e85:u,185,204,196,208,183,202,199,183,189,184,198,210,216,201,193,210,208,212,200,215,190,187,196,206,200,215,195,202,204,207,181,188
ITLB_MISSES.WALK_DURATION,r1085:u,7296,8076,6627,7839,7654,7947,8143,7130,7289,7335,7342,7386,8283,7396,7163,7032,8082,7559,6883,7374,7302,7216,7415,7577,7564,7748,7255,8487,7818,7876,7560,8197
ITLB_MISSES.STLB_HIT_4K,r2085:u,32,31,29,32,35,29,34,37,32,34,34,33,32,30,33,33,32,32,33,33,34,35,31,32,34,33,34,32,34,31,32,33
ITLB_MISSES.STLB_HIT_2M,r4085:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.STLB_HIT,r6085:u,32,34,35,31,32,32,31,33,34,32,32,32,31,34,31,32,30,31,34,34,32,33,32,32,30,34,32,33,33,32,34,32
ILD_STALL.LCP,r0187:u,72,69,76,80,65,71,77,74,76,64,67,72,60,66,72,68,66,62,69,75,63,72,70,66,63,75,80,68,71,73,71,75
ILD_STALL.IQ_FULL,r0487:u,195681,660157,562856,156747,302213,131557,163313,128346,123011,132085,127715,146425,134453,162361,139958,188396,124156,141327,147742,132660,118582,157228,152559,133686,146154,120824,121080,123684,120578,166728,231367,144515
BR_INST_EXEC.COND.NOTAKEN,r4188:u,16435022,16436008,16427827,16430380,14801615,13890643,14132610,13925428,13820770,13956789,13818506,13806093,13841576,13806106,13712867,13610201,13656336,13634969,13521199,13393271,13289394,13601471,13645075,13695541,13640015,13652281,13668242,13691898,13662018,13651777,13547412,13525454
BR_INST_EXEC.COND.TAKEN,r8188:u,60947721,60947034,60913471,60926688,60921378,60916913,60913076,60912356,60910467,60911822,60910800,60909884,60910462,60926129,60910659,60911736,60914449,60909587,60904744,60904785,60904558,60913175,60909192,60909162,60908329,60909230,60909084,60906788,60911695,60905979,60906859,60908770
BR_INST_EXEC.DIRECT_JMP.TAKEN,r8288:u,2191,2211,2173,2213,2181,2186,2157,2198,2152,2188,2205,2182,2197,2253,2175,2155,2166,2176,2178,2180,2222,2167,2218,2177,2155,2166,2173,2235,2173,2165,2166,2186
BR_INST_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8488:u,1051448,1051484,1051396,1051427,1051430,1051384,1051424,1051395,1051408,1051372,1051405,1051393,1051434,1051908,1051388,1051450,1051420,1051420,1051406,1051400,1051387,1051559,1051417,1051416,1051382,1051440,1051429,1051417,1051429,1051416,1051427,1051400
BR_INST_EXEC.RETURN_NEAR.TAKEN,r8888:u,3165336,3165300,3165251,3165292,3165324,3165251,3165251,3165311,3165321,3165220,3165248,3165253,3165225,3165345,3165235,3165224,3165327,3165251,3165220,3165256,3165262,3165214,3165269,3165304,3165337,3165291,3165268,3165249,3165222,3165286,3165302,3165315
BR_INST_EXEC.DIRECT_NEAR_CALL.TAKEN,r9088:u,3155123,3155151,3154905,3155023,3155031,3154949,3154912,3154949,3155060,3154888,3154944,3154971,3154899,3155104,3154931,3154911,3155060,3154911,3154870,3154933,3154942,3154881,3154932,3154957,3155004,3154959,3154961,3154936,3154947,3154930,3154997,3155014
BR_INST_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra088:u,176,184,179,180,181,179,175,182,176,178,176,184,175,174,177,178,180,178,178,178,180,175,178,177,179,180,177,180,180,179,179,177
BR_INST_EXEC.ALL_BRANCHES,rff88:u,84776773,84741828,84719107,84739903,83061922,82361931,82267690,81976512,82204129,82337609,82049778,82134458,82207137,82198141,81972481,81890676,81875828,82007648,81867522,81788280,81796540,81968666,81835360,82030857,81912420,81968757,81850898,81931831,81950787,81894002,81915108,81756119
BR_MISP_EXEC.COND.NOTAKEN,r4189:u,1970,1993,1921,1945,2000,1930,1901,1942,1926,1965,1943,1958,1926,1904,1939,1952,1974,1964,1932,1936,1923,1932,1964,1933,1943,1928,1927,1948,1949,1955,1904,1940
BR_MISP_EXEC.COND.TAKEN,r8189:u,35593,35603,35581,35542,35669,35633,35543,35680,35586,35650,35677,35566,35658,35534,35626,35687,35654,35615,35673,35681,35667,35545,35622,35606,35652,35671,35647,35673,35610,35570,35406,35688
BR_MISP_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8489:u,114,111,104,115,117,107,105,115,111,110,113,113,114,100,114,115,118,118,136,118,131,112,121,111,112,125,129,117,118,102,92,120
BR_MISP_EXEC.RETURN_NEAR.TAKEN,r8889:u,20,23,20,20,20,21,20,21,20,20,21,21,21,21,26,22,22,20,23,22,24,21,22,22,23,22,21,22,27,21,20,22
BR_MISP_EXEC.DIRECT_NEAR_CALL.TAKEN,r9089:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR_MISP_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra089:u,34,28,34,32,35,23,35,32,30,32,34,30,35,35,34,27,30,34,34,34,32,35,29,34,34,33,32,31,29,32,34,34
BR_MISP_EXEC.ALL_BRANCHES,rff89:u,37806,37754,37805,37726,37829,37380,37800,37671,37639,37728,37943,37597,37829,37787,37793,37624,37653,37791,37797,37843,37744,37877,37561,37795,37811,37694,37766,37700,37611,37768,37806,37843
IDQ_UOPS_NOT_DELIVERED.CORE,r019c:u,66819474,67028503,66634394,66728189,67227089,67325579,67219760,67286218,67159154,67225412,67956373,67314242,67229190,67160374,67177019,67222435,67175429,67172390,67055425,67087647,67075823,67444032,67160468,67132992,67161559,67135009,67139076,67186682,67136152,67211712,67137492,67174006
UOPS_EXECUTED_PORT.PORT_0,r01a1:u,206802086,220459033,216804103,175304476,90900061,86013055,86084627,85828641,86050599,86160336,85897070,86095604,85987606,85881012,85935713,85484128,85132981,85369521,85156177,84835824,85180878,84747466,84986792,84978480,85192885,85166737,85067804,84758097,85365696,84915924,85447004,85018023
UOPS_EXECUTED_PORT.PORT_1,r02a1:u,70378611,77095665,87875178,83117518,77355852,76497767,76452347,76335958,76400634,76463628,76473972,76510262,76553410,76558738,76671500,76596270,76644795,76718872,76687620,76598694,76637359,76698201,76669278,76647667,76645673,76697562,76695705,76629314,76700184,76674214,76666826,76642576
UOPS_EXECUTED_PORT.PORT_2,r04a1:u,106859587,106143971,105050580,105896843,105343532,105826613,105017896,104872323,105322661,105134735,105422282,105346796,105328399,105482309,104979214,105408809,104926301,105518760,104855909,104972253,105031500,105371214,104941993,105386824,104902358,105280491,104919835,104872252,104983532,104953416,105441269,105280550
UOPS_EXECUTED_PORT.PORT_3,r08a1:u,101649615,102364393,103377294,102572436,103115166,102615353,103438986,103540558,103087675,103276598,102995335,103066865,103086176,102925811,103434772,103018329,103478656,102890138,103527141,103415268,103359916,103074506,103461303,103019902,103503106,103127644,103476919,103531195,103419412,103442592,102954967,103121468
