L2_RQSTS.ALL_DEMAND_REFERENCES,re724:u,2987,2947,2949
L2_RQSTS.ALL_CODE_RD,re424:u,1641,1600,1607
L2_RQSTS.L2_PF_HIT,r5024:u,232,232,237
L2_RQSTS.L2_PF_MISS,r3024:u,948,943,949
L2_RQSTS.ALL_PF,rf824:u,1982,1986,1987
L2_RQSTS.MISS,r3f24:u,3004,3078,3020
L2_RQSTS.REFERENCES,rff24:u,4974,5107,5006
L2_DEMAND_RQSTS.WB_HIT,r5027:u,220,232,217
LONGEST_LAT_CACHE.REFERENCE,cache-references:u,2080,2123,2069
LONGEST_LAT_CACHE.MISS,cache-misses:u,4,8,3
CPU_CLK_UNHALTED.THREAD_P,cycles:u,691839,829693,825618
CPU_CLK_THREAD_UNHALTED.REF_XCLK,bus-cycles:u,19654,23578,22921
L1D_PEND_MISS.PENDING,r0148:u,23631,24016,22842
DTLB_STORE_MISSES.MISS_CAUSES_A_WALK,r0149:u,78,79,76
DTLB_STORE_MISSES.WALK_COMPLETED_4K,r0249:u,52,53,55
DTLB_STORE_MISSES.WALK_COMPLETED_2M_4M,r0449:u,0,0,0
DTLB_STORE_MISSES.WALK_COMPLETED,r0e49:u,52,53,53
DTLB_STORE_MISSES.WALK_DURATION,r1049:u,1319,1323,1334
DTLB_STORE_MISSES.STLB_HIT_4K,r2049:u,338,338,337
DTLB_STORE_MISSES.STLB_HIT_2M,r4049:u,0,0,0
DTLB_STORE_MISSES.STLB_HIT,r6049:u,337,321,346
DTLB_STORE_MISSES.PDE_CACHE_MISS,r8049:u,52,55,56
LOAD_HIT_PRE.SW_PF,r014c:u,0,0,0
LOAD_HIT_PRE.HW_PF,r024c:u,4866,4891,4840
L1D.REPLACEMENT,r0151:u,2176,2146,2168
MOVE_ELIMINATION.INT_NOT_ELIMINATED,r0458:u,984,942,979
MOVE_ELIMINATION.SIMD_NOT_ELIMINATED,r0858:u,1,1,1
MOVE_ELIMINATION.INT_ELIMINATED,r0158:u,10580,10089,10420
MOVE_ELIMINATION.SIMD_ELIMINATED,r0258:u,8,8,11
CPL_CYCLES.RING0,r015c:u,136,136,136
CPL_CYCLES.RING123,r025c:u,690327,821029,828871
RS_EVENTS.EMPTY_CYCLES,r015e:u,62624,62012,65796
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,r0160:u,1290830,1237341,1654607
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_CODE_RD,r0260:u,7409996,6988838,8572654
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_RFO,r0460:u,455343,568961,316588
OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD,r0860:u,1525770,1673282,2176432
LOCK_CYCLES.SPLIT_LOCK_UC_LOCK_DURATION,r0163:u,0,0,0
LOCK_CYCLES.CACHE_LOCK_DURATION,r0263:u,0,0,0
IDQ.EMPTY,r0279:u,50263,50476,49119
IDQ.MITE_UOPS,r0479:u,39851,40486,39328
IDQ.DSB_UOPS,r0879:u,84365,83977,72699
IDQ.MS_DSB_UOPS,r1079:u,2288,2276,2141
IDQ.MS_MITE_UOPS,r2079:u,69686,69658,69395
IDQ.MS_UOPS,r3079:u,71974,71934,71537
IDQ.ALL_DSB_CYCLES_ANY_UOPS,r01001879:u,24659,26958,20560
IDQ.ALL_DSB_CYCLES_4_UOPS,r04001879:u,17079,18568,14398
IDQ.ALL_MITE_CYCLES_ANY_UOPS,r01002479:u,53200,54961,51333
IDQ.ALL_MITE_CYCLES_4_UOPS,r04002479:u,11582,12011,11198
IDQ.MITE_ALL_UOPS,r3c79:u,195856,193568,206122
ICACHE.MISSES,r0280:u,607,614,609
ITLB_MISSES.MISS_CAUSES_A_WALK,r0185:u,189,186,194
ITLB_MISSES.WALK_COMPLETED_4K,r0285:u,119,117,117
ITLB_MISSES.WALK_COMPLETED_2M_4M,r0485:u,0,0,0
ITLB_MISSES.WALK_COMPLETED,r0e85:u,118,119,118
ITLB_MISSES.WALK_DURATION,r1085:u,3362,3376,3296
ITLB_MISSES.STLB_HIT_4K,r2085:u,20,19,18
ITLB_MISSES.STLB_HIT_2M,r4085:u,0,0,0
ITLB_MISSES.STLB_HIT,r6085:u,20,21,18
ILD_STALL.LCP,r0187:u,26,32,25
ILD_STALL.IQ_FULL,r0487:u,7209,8034,7453
BR_INST_EXEC.COND.NOTAKEN,r4188:u,8882,8791,8845
BR_INST_EXEC.COND.TAKEN,r8188:u,72056,72033,72039
BR_INST_EXEC.DIRECT_JMP.TAKEN,r8288:u,476,456,464
BR_INST_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8488:u,206,201,205
BR_INST_EXEC.RETURN_NEAR.TAKEN,r8888:u,754,739,760
BR_INST_EXEC.DIRECT_NEAR_CALL.TAKEN,r9088:u,891,846,910
BR_INST_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra088:u,37,38,37
BR_INST_EXEC.ALL_BRANCHES,rff88:u,83312,82988,83430
BR_MISP_EXEC.COND.NOTAKEN,r4189:u,414,436,412
BR_MISP_EXEC.COND.TAKEN,r8189:u,558,648,598
BR_MISP_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8489:u,24,27,26
BR_MISP_EXEC.RETURN_NEAR.TAKEN,r8889:u,6,7,7
BR_MISP_EXEC.DIRECT_NEAR_CALL.TAKEN,r9089:u,0,0,0
BR_MISP_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra089:u,15,21,4
BR_MISP_EXEC.ALL_BRANCHES,rff89:u,1011,1232,547
IDQ_UOPS_NOT_DELIVERED.CORE,r019c:u,186904,194060,173757
UOPS_EXECUTED_PORT.PORT_0,r01a1:u,240147,106364,106685
UOPS_EXECUTED_PORT.PORT_1,r02a1:u,248869,100750,101617
UOPS_EXECUTED_PORT.PORT_2,r04a1:u,336960,346197,346025
UOPS_EXECUTED_PORT.PORT_3,r08a1:u,358951,357526,357087
UOPS_EXECUTED_PORT.PORT_4,r10a1:u,280789,276577,276618
UOPS_EXECUTED_PORT.PORT_5,r20a1:u,251547,121382,121452
UOPS_EXECUTED_PORT.PORT_6,r40a1:u,234823,180485,181524
UOPS_EXECUTED_PORT.PORT_7,r80a1:u,137572,130909,131018
RESOURCE_STALLS.ANY,r01a2:u,274263,405933,405511
RESOURCE_STALLS.RS,r04a2:u,272213,135063,135533
RESOURCE_STALLS.SB,r08a2:u,501,489,512
RESOURCE_STALLS.ROB,r10a2:u,55,132,58
CYCLE_ACTIVITY.CYCLES_L2_PENDING,r01a3:u,14702,16206,14026
CYCLE_ACTIVITY.CYCLES_LDM_PENDING,r02a3:u,1182043,1447444,1444028
CYCLE_ACTIVITY.STALLS_L2_PENDING,r05a3:u,467652,496538,486636
CYCLE_ACTIVITY.CYCLES_L1D_PENDING,r08a3:u,0,0,0
LSD.UOPS,r01a8:u,1059346,1059323,1059227
ITLB.ITLB_FLUSH,r01ae:u,39,39,39
OFFCORE_REQUESTS.DEMAND_DATA_RD,r01b0:u,863,845,851
OFFCORE_REQUESTS.DEMAND_CODE_RD,r02b0:u,1139,1077,1071
OFFCORE_REQUESTS.DEMAND_RFO,r04b0:u,111,108,114
OFFCORE_REQUESTS.ALL_DATA_RD,r08b0:u,1634,1650,1628
UOPS_EXECUTED.CORE,r02b1:u,1603590,1606695,1601805
PAGE_WALKER_LOADS.DTLB_L1,r11bc:u,546,549,551
PAGE_WALKER_LOADS.ITLB_L1,r21bc:u,245,245,246
PAGE_WALKER_LOADS.DTLB_L2,r12bc:u,40,39,38
PAGE_WALKER_LOADS.ITLB_L2,r22bc:u,16,16,16
PAGE_WALKER_LOADS.DTLB_L3,r14bc:u,22,22,23
PAGE_WALKER_LOADS.ITLB_L3,r24bc:u,13,14,14
PAGE_WALKER_LOADS.DTLB_MEMORY,r18bc:u,0,0,0
PAGE_WALKER_LOADS.ITLB_MEMORY,r28bc:u,0,0,0
TLB_FLUSH.DTLB_THREAD,r01bd:u,0,0,0
TLB_FLUSH.STLB_ANY,r20bd:u,113,113,113
INST_RETIRED.ANY_P,instructions:u,1071331,1071331,1071331
INST_RETIRED.ALL,r01c0:u,1071331,1071331,1071331
OTHER_ASSISTS.AVX_TO_SSE,r08c1:u,0,0,0
OTHER_ASSISTS.SSE_TO_AVX,r10c1:u,0,0,0
OTHER_ASSISTS.ANY_WB_ASSIST,r40c1:u,113,113,113
UOPS_RETIRED.ALL,r01c2:u,1579826,1579851,1579859
UOPS_RETIRED.RETIRE_SLOTS,r02c2:u,1167901,1167926,1167934
MACHINE_CLEARS.MEMORY_ORDERING,r02c3:u,1,1,1
MACHINE_CLEARS.SMC,r04c3:u,0,0,0
MACHINE_CLEARS.MASKMOV,r20c3:u,0,0,0
BR_INST_RETIRED.ALL_BRANCHES,branch-instructions:u,83009,83009,83009
BR_INST_RETIRED.CONDITIONAL,r01c4:u,81073,81073,81073
BR_INST_RETIRED.NEAR_CALL,r02c4:u,654,654,654
BR_INST_RETIRED.ALL_BRANCHES,r04c4:u,83009,83009,83009
BR_INST_RETIRED.NEAR_RETURN,r08c4:u,650,650,650
BR_INST_RETIRED.NOT_TAKEN,r10c4:u,9628,9628,9628
BR_INST_RETIRED.NEAR_TAKEN,r20c4:u,73245,73245,73245
BR_INST_RETIRED.FAR_BRANCH,r40c4:u,136,136,136
BR_MISP_RETIRED.ALL_BRANCHES,branch-misses:u,852,736,956
BR_MISP_RETIRED.CONDITIONAL,r01c5:u,806,771,772
BR_MISP_RETIRED.ALL_BRANCHES,r04c5:u,844,807,807
BR_MISP_RETIRED.NEAR_TAKEN,r20c5:u,491,472,482
FP_ASSIST.X87_OUTPUT,r02ca:u,0,0,0
FP_ASSIST.X87_INPUT,r04ca:u,0,0,0
FP_ASSIST.SIMD_OUTPUT,r08ca:u,0,0,0
FP_ASSIST.SIMD_INPUT,r10ca:u,0,0,0
FP_ASSIST.ANY,r1eca:u,0,0,0
ROB_MISC_EVENTS.LBR_INSERTS,r20cc:u,0,0,0
MEM_UOPS_RETIRED.STLB_MISS.LOADS,r11d0:u,107,108,108
MEM_UOPS_RETIRED.STLB_MISS.STORES,r12d0:u,19,19,19
MEM_UOPS_RETIRED.LOCK.LOADS,r21d0:u,0,0,0
MEM_UOPS_RETIRED.LOCK.STORES,r22d0:u,0,0,0
MEM_UOPS_RETIRED.SPLIT.LOADS,r41d0:u,2,3,3
MEM_UOPS_RETIRED.SPLIT.STORES,r42d0:u,1,1,1
MEM_UOPS_RETIRED.ALL.LOADS,r81d0:u,547240,547240,547240
MEM_UOPS_RETIRED.ALL.STORES,r82d0:u,271704,271704,271704
MEM_LOAD_UOPS_RETIRED.L1_HIT,r01d1:u,543377,543305,543242
MEM_LOAD_UOPS_RETIRED.L2_HIT,r02d1:u,427,436,462
MEM_LOAD_UOPS_RETIRED.L3_HIT,r04d1:u,534,556,543
MEM_LOAD_UOPS_RETIRED.L1_MISS,r08d1:u,971,982,949
MEM_LOAD_UOPS_RETIRED.L2_MISS,r10d1:u,542,552,530
MEM_LOAD_UOPS_RETIRED.L3_MISS,r20d1:u,3,2,5
MEM_LOAD_UOPS_RETIRED.HIT_LFB,r40d1:u,2718,2718,2629
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_MISS,r01d2:u,1,1,4
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HIT,r02d2:u,0,1,1
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HITM,r04d2:u,0,0,0
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_NONE,r08d2:u,533,538,521
MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM,r01d3:u,3,10,2
BACLEARS.ANY,r1fe6:u,873,947,795
L2_TRANS.DEMAND_DATA_RD,r01f0:u,1140,1153,1119
L2_TRANS.RFO,r02f0:u,218,213,221
L2_TRANS.CODE_RD,r04f0:u,1652,1680,1599
L2_TRANS.ALL_PF,r08f0:u,1265,1230,1309
L2_TRANS.L1D_WB,r10f0:u,694,692,694
L2_TRANS.L2_FILL,r20f0:u,2960,2973,2909
L2_TRANS.L2_WB,r40f0:u,396,411,381
L2_TRANS.ALL_REQUESTS,r80f0:u,9410,9246,9256
L2_LINES_IN.I,r01f1:u,0,0,0
L2_LINES_IN.S,r02f1:u,1145,1239,1101
L2_LINES_IN.E,r04f1:u,1816,1812,1824
L2_LINES_IN.ALL,r07f1:u,2960,2878,2955
L2_LINES_OUT.DEMAND_CLEAN,r05f2:u,1790,1705,1796
L2_LINES_OUT.DEMAND_DIRTY,r06f2:u,292,307,273
