Performance counter,Mnemonic,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
CPU_CLK_UNHALTED.THREAD_P,cycles:u,249019254,250512918,258817496,217213166,167307211,160957860,160570412,160786763,160741892,160488390,160342370,160356497,160432307,159952257,159976856,160008811,159673587,160036961,159503999,159482560,159477961,159499033,159575440,159982848,159648599,159699388,159497524,159748710,159560446,160051511,159623021,159922570
CPU_CLK_THREAD_UNHALTED.REF_XCLK,bus-cycles:u,6421501,6457133,6655551,5602116,4304152,4148620,4137450,4144546,4160977,4134819,4133407,4151906,4129477,4117774,4119619,4125440,4119593,4129548,4103927,4113192,4111896,4108792,4102814,4153507,4119090,4120079,4109455,4118648,4114028,4135013,4111638,4125769
L1D_PEND_MISS.PENDING,r0148:u,706655,496656,1594714,570667,366024,643891,494572,592849,496586,387965,379233,748087,673329,432328,404408,574701,431822,555846,590813,359442,426050,476046,460190,406815,409851,534022,446431,451019,447281,643001,434121,548356
DTLB_STORE_MISSES.MISS_CAUSES_A_WALK,r0149:u,20622,20652,20462,20876,19399,18953,18941,18948,18931,18949,18948,18948,18922,18936,18926,18904,18902,18907,18875,18877,18871,18888,18882,18862,18882,18873,18876,18873,18888,18877,18877,18883
DTLB_STORE_MISSES.WALK_COMPLETED_4K,r0249:u,19484,19520,19337,19732,18265,17812,17806,17813,17796,17811,17808,17805,17786,17800,17790,17760,17764,17764,17748,17740,17735,17749,17745,17730,17746,17737,17736,17732,17750,17738,17745,17742
DTLB_STORE_MISSES.WALK_COMPLETED_2M_4M,r0449:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTLB_STORE_MISSES.WALK_COMPLETED,r0e49:u,19468,19526,19352,19734,18271,17802,17805,17806,17808,17803,17810,17803,17804,17790,17782,17763,17752,17754,17740,17734,17741,17749,17751,17738,17760,17751,17747,17735,17762,17744,17735,17739
DTLB_STORE_MISSES.WALK_DURATION,r1049:u,374919,369467,361241,367346,363543,357713,347700,362022,361442,355866,335602,374182,368599,358456,350765,368765,355255,365515,375081,323367,327897,356635,363880,349694,348858,361768,357151,350227,334861,367540,370484,392331
DTLB_STORE_MISSES.STLB_HIT_4K,r2049:u,22926,22330,21930,24827,29153,30040,29712,29559,29750,29600,29865,29758,29408,29384,29414,29390,29356,29363,29142,29310,29645,28812,29441,29610,29590,29181,29076,29334,29674,29212,29564,28988
DTLB_STORE_MISSES.STLB_HIT_2M,r4049:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTLB_STORE_MISSES.STLB_HIT,r6049:u,22953,22264,22042,24743,29128,29905,29824,29521,29494,29700,29810,29647,29429,29533,29480,29444,29411,29765,29599,29464,29857,28649,29719,29163,29624,29212,28780,29167,29496,29222,29435,29167
DTLB_STORE_MISSES.PDE_CACHE_MISS,r8049:u,2145,2142,2140,2146,2138,2147,2134,2143,2144,2146,2142,2137,2140,2143,2138,2140,2145,2135,2138,2140,2140,2140,2139,2147,2138,2138,2138,2142,2143,2139,2138,2144
LOAD_HIT_PRE.SW_PF,r014c:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOAD_HIT_PRE.HW_PF,r024c:u,18295,18487,38845,21099,21802,19416,19449,16705,24812,19568,17076,15797,18015,17472,20423,17421,37189,17364,16390,16362,15521,16856,18712,20781,16141,15597,13893,16857,13133,14941,11465,11435
L1D.REPLACEMENT,r0151:u,1391613,1390348,1391193,1391285,1391026,1389694,1388358,1390081,1390109,1387912,1388113,1387976,1388135,1389572,1387884,1388384,1388091,1388262,1389020,1389628,1389240,1389000,1390212,1388398,1388552,1388600,1388619,1388875,1388341,1389273,1388145,1388992
MOVE_ELIMINATION.INT_NOT_ELIMINATED,r0458:u,5434,5426,5428,5421,5436,5437,5435,5446,5430,5441,5437,5417,5415,5417,5412,5441,5446,5436,5400,5431,5428,5399,5426,5432,5420,5415,5421,5415,5441,5424,5424,5442
MOVE_ELIMINATION.SIMD_NOT_ELIMINATED,r0858:u,70,85,95,112,124,141,154,119,136,163,145,159,183,135,188,159,212,144,69,83,76,132,207,190,115,155,150,148,136,133,150,131
MOVE_ELIMINATION.INT_ELIMINATED,r0158:u,54468,54267,54199,54511,54395,54080,54146,54227,54447,54270,54281,54313,54218,54378,54290,54271,54077,54381,54247,54405,54360,54272,54465,54466,54395,54437,54404,54336,54287,54294,54335,54129
MOVE_ELIMINATION.SIMD_ELIMINATED,r0258:u,11544520,11541522,11543683,11544903,11543695,11541765,11543615,11543805,11541659,11541933,11541621,11541818,11541999,11541243,11542612,11541458,11540897,11541210,11539480,11540070,11539679,11541259,11543052,11542066,11541291,11541440,11541112,11541904,11542024,11541072,11541615,11541378
CPL_CYCLES.RING0,r015c:u,2222,2219,2226,2219,2217,2216,2216,2215,2215,2215,2217,2217,2217,2216,2217,2217,2220,2216,2216,2216,2215,2217,2215,2224,2217,2218,2221,2216,2215,2218,2222,2216
CPL_CYCLES.RING123,r025c:u,249160873,251227438,257901226,217335472,167420075,160613730,160733009,160986132,160570748,160477151,160227792,160259816,160064773,160227175,160016851,159781996,159750850,159591416,159367263,159431766,159443178,159504174,159799900,159934651,159560500,159506782,159501417,159657169,159700497,159610329,159844273,159708230
RS_EVENTS.EMPTY_CYCLES,r015e:u,1253410,1224370,1245615,1273930,1212845,1197192,1324449,1295304,1286098,1309238,1301074,1348857,1305127,1305168,1341960,1346853,1378998,1309928,1198927,1268505,1232775,1272591,1402915,1622753,1298805,1326055,1276179,1382428,1273924,1356436,1479098,1467157
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,r0160:u,1784888507,2061564198,2796377334,1394283809,824385028,804405537,794333314,755008247,761844042,758228103,798930399,779088192,849701931,1003960813,767011808,716431799,733487133,1061869065,659454997,838716282,758688217,633697563,635427384,907208927,661320797,870076548,603849203,856168035,784135725,787627360,812022299,763218703
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_CODE_RD,r0260:u,1519089190,1594776062,1517390686,1446543142,671324693,550973895,704809818,721486563,295164929,544728226,604433454,553502158,695309745,795473896,566977197,972106437,490330265,599374140,911816693,1027918774,1106496028,627181929,593513750,801451989,657915108,650535002,636170754,888441451,495873126,599338341,576236305,708421543
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_RFO,r0460:u,6227275,2022291,3021752,91535664,54237618,2204410,30923715,18096615,17586069,2503272,2372321,2716510,3554208,63307045,2653524,16036692,28640797,2765706,1818499,5169281,44971920,16502060,7842269,3071294,5267013,60938795,57302690,2635983,2507529,4076587,2524006,7110664
OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD,r0860:u,1278252743,1100428524,1033138197,1056939959,664978964,598059647,637254097,598110686,655028543,512296189,518925968,583356650,632341942,556510764,550065310,547740269,571141071,616962716,650485994,546819430,647178693,653501799,611194001,550518495,586311001,557052194,583007486,609784696,554900238,546780657,576424050,592608940
LOCK_CYCLES.SPLIT_LOCK_UC_LOCK_DURATION,r0163:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOCK_CYCLES.CACHE_LOCK_DURATION,r0263:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDQ.EMPTY,r0279:u,2602054,2626553,2614482,2633973,2641581,2635383,2643903,2643267,2687474,2635512,2650058,2676512,2720549,2641963,2683111,2656115,2750597,2714800,2577513,2588503,2598044,2630394,2673720,2712961,2638351,2654773,2631674,2664949,2630192,2650813,2632247,2638579
IDQ.MITE_UOPS,r0479:u,505416,505009,489387,518574,534716,520380,521021,552343,544490,511842,525766,530733,550309,515136,537161,524390,559075,565957,522627,512405,517712,518335,529704,559461,528923,533385,526027,534278,518426,527576,538458,558379
IDQ.DSB_UOPS,r0879:u,78005078,78892175,78021337,78086799,78093920,78084401,78138788,78106257,78141398,78129770,78105207,78091398,78108446,78119559,78067033,78100485,78113921,78070073,78013577,78027949,78005877,78055465,78191110,78128677,78088069,78110746,78086926,78138385,78104268,78090161,78107372,78354515
IDQ.MS_DSB_UOPS,r1079:u,1083633,1083334,1083296,1083380,1083802,1083858,1083957,1083631,1084547,1083636,1083711,1083747,1084145,1083641,1083869,1083548,1083937,1083876,1083536,1083790,1083437,1083649,1085424,1084765,1083953,1084259,1084093,1085579,1083875,1083898,1083559,1085931
IDQ.MS_MITE_UOPS,r2079:u,1172842,1181341,1181146,1180095,1166478,1165396,1179496,1171238,1211094,1206171,1195269,1201314,1196909,1187326,1188689,1193460,1215044,1190180,1159648,1163887,1160197,1176583,1232836,1212726,1187107,1201412,1182615,1221317,1195674,1189866,1175115,1284276
IDQ.MS_UOPS,r3079:u,2256475,2264675,2264442,2263476,2250280,2249254,2263454,2254869,2295641,2289807,2278981,2285061,2281054,2270967,2272558,2277007,2298981,2274056,2243184,2247677,2243634,2260232,2318260,2297491,2271060,2285671,2266708,2306896,2279550,2273764,2258673,2370207
IDQ.ALL_DSB_CYCLES_ANY_UOPS,r01001879:u,24214157,24199721,24201744,24218110,24230246,24236539,24248197,24235703,24336151,24238195,24224482,24222209,24216137,24217748,24236219,24228610,24253454,24207788,24200083,24357545,24205259,24217333,24229717,24283921,24213014,24230446,24220869,24282012,24236546,24212267,24231045,24277046
IDQ.ALL_DSB_CYCLES_4_UOPS,r04001879:u,14227974,14218831,14221720,14225364,14229684,14232516,14237514,14228043,14290171,14231409,14221955,14223276,14219198,14218519,14226943,14224000,14239302,14213467,14207284,14270741,14210812,14217465,14224486,14263077,14215695,14224377,14219258,14246867,14228689,14214384,14226908,14245773
IDQ.ALL_MITE_CYCLES_ANY_UOPS,r01002479:u,819976,812627,831328,827235,828204,835404,845879,838096,923674,845933,841356,840054,835462,836998,855107,843790,871754,833421,825674,866953,824876,832990,845909,886728,830054,837284,833000,884291,847854,834892,839549,886878
IDQ.ALL_MITE_CYCLES_4_UOPS,r04002479:u,199917,197091,207652,200065,192074,194721,199752,195821,228144,200513,198183,196940,195861,194961,204069,199156,212064,195209,192099,229309,191278,193473,200245,214697,192687,196426,194111,222852,202080,194835,196730,219551
IDQ.MITE_ALL_UOPS,r3c79:u,80803348,80752736,80798206,80843227,80865421,80883954,80921698,80896990,81236677,80853088,80913326,80905882,81022617,81526005,81029934,80905404,81005103,81021091,80767608,80915718,80797148,80878559,83208872,80869977,80847446,80839349,80862639,81221305,81222694,81176244,80945078,81174286
ICACHE.MISSES,r0280:u,1232,1243,1221,1169,1211,1211,1217,1173,1242,1136,1235,1248,1160,1188,1232,1233,1182,1190,1159,1182,1187,1167,1231,1231,1151,1126,1168,1121,1150,1184,1218,1220
ITLB_MISSES.MISS_CAUSES_A_WALK,r0185:u,314,321,332,319,344,343,328,335,342,334,350,343,326,330,324,340,331,361,315,322,323,338,340,331,328,353,355,326,327,322,339,330
ITLB_MISSES.WALK_COMPLETED_4K,r0285:u,181,185,195,180,193,192,184,187,189,185,203,185,180,187,180,187,184,201,179,182,179,183,186,183,184,196,196,186,183,180,186,182
ITLB_MISSES.WALK_COMPLETED_2M_4M,r0485:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.WALK_COMPLETED,r0e85:u,181,186,180,180,184,181,185,180,185,194,182,183,186,181,185,185,182,187,193,179,179,182,195,189,187,189,185,196,182,188,192,184
ITLB_MISSES.WALK_DURATION,r1085:u,6771,7112,6555,7601,7749,6919,7128,7267,6903,7122,6986,6961,7262,7036,7432,7342,6906,9443,7033,6750,7383,6988,8954,8430,7812,7396,7512,7881,6750,8115,7940,7674
ITLB_MISSES.STLB_HIT_4K,r2085:u,32,34,35,35,32,35,35,34,33,36,34,34,34,34,34,34,34,33,33,34,32,36,34,35,36,33,34,32,33,33,33,35
ITLB_MISSES.STLB_HIT_2M,r4085:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.STLB_HIT,r6085:u,32,33,34,32,34,35,30,34,34,35,34,34,34,34,35,34,36,33,32,34,34,33,33,33,34,33,35,31,26,29,35,34
ILD_STALL.LCP,r0187:u,79,69,80,56,78,76,61,78,67,71,74,78,74,64,74,69,81,69,70,80,72,82,72,74,71,80,74,68,64,61,79,79
ILD_STALL.IQ_FULL,r0487:u,165251,465684,519630,492857,176044,148988,190963,122597,142592,137106,127843,150268,134463,340188,241837,121569,185766,131606,173264,199783,117278,146945,129277,144624,128042,146377,126780,134685,146694,138446,152330,184479
BR_INST_EXEC.COND.NOTAKEN,r4188:u,16429955,16427382,16429583,16429408,14828204,14184398,14308182,14321059,14038127,13906519,13990773,13801470,13866714,13703227,13760907,13750914,13599451,13701749,13610826,13528374,13530222,13665516,13680730,13676551,13607905,13742924,13782570,13633115,13601038,13734670,13691699,13548830
BR_INST_EXEC.COND.TAKEN,r8188:u,60925084,60911272,60922767,60920740,60920134,60920851,60919308,60917607,60916598,60912396,60910217,60912363,60911772,60912227,60910164,60912238,60910253,60905504,60900739,60904092,60902824,60911084,60916275,60911908,60908498,60908674,60910745,60912709,60909219,60908664,60909702,60907588
BR_INST_EXEC.DIRECT_JMP.TAKEN,r8288:u,2164,2179,2208,2187,2185,2169,2183,2174,2225,2158,2177,2199,2161,2175,2252,2152,2162,2194,2226,2155,2167,2179,2230,2200,2196,2178,2195,2221,2245,2188,2206,2232
BR_INST_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8488:u,1051447,1051400,1051397,1051414,1051421,1051416,1051424,1051404,1051544,1051405,1051437,1051414,1051405,1051395,1051431,1051431,1051406,1051398,1051407,1051382,1051422,1051402,1051492,1051401,1051409,1051407,1051414,1051440,1051463,1051408,1051398,1051434
BR_INST_EXEC.RETURN_NEAR.TAKEN,r8888:u,3165308,3165239,3165271,3165263,3165296,3165212,3165302,3165271,3165310,3165225,3165286,3165297,3165346,3165256,3165292,3165246,3165234,3165295,3165295,3165237,3165266,3165272,3165381,3165268,3165332,3165287,3165298,3165290,3165294,3165252,3165277,3165385
BR_INST_EXEC.DIRECT_NEAR_CALL.TAKEN,r9088:u,3155061,3154889,3154967,3155006,3154968,3154846,3155070,3154966,3155080,3154931,3154956,3154961,3155049,3154985,3155030,3154889,3154908,3155128,3154970,3154796,3154956,3154897,3155098,3154926,3154970,3154970,3154973,3155024,3155027,3154999,3154980,3155110
BR_INST_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra088:u,180,178,178,176,177,174,177,176,177,178,174,179,176,174,182,176,174,175,179,180,178,174,178,175,176,179,178,179,175,177,175,182
BR_INST_EXEC.ALL_BRANCHES,rff88:u,84739320,84714743,84728376,84726840,83139090,82263806,82558857,82569482,82374465,82231086,82035704,81906554,82051769,82064893,82024310,82113133,82129475,81881914,81809370,81838962,81677579,81985014,81934123,81867230,82019438,82019008,82004893,81884455,81454952,81934625,81838494,82013121
BR_MISP_EXEC.COND.NOTAKEN,r4189:u,1950,1942,1946,1934,1927,1955,2003,1945,1925,1913,1947,1921,1928,1888,1909,1936,1931,1940,1943,1930,1922,1938,1926,1955,1946,1918,1929,1982,1979,2005,1997,2016
BR_MISP_EXEC.COND.TAKEN,r8189:u,35619,35700,35678,35720,35699,35712,35639,35646,35648,35612,35676,35604,35641,35412,35436,35653,35623,35562,35682,35603,35650,35698,35682,35690,35686,35555,35651,35507,35662,35643,35620,35656
BR_MISP_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8489:u,118,116,120,117,123,117,112,119,117,110,120,114,123,97,97,113,111,107,117,109,121,120,125,117,132,99,118,103,117,111,107,117
BR_MISP_EXEC.RETURN_NEAR.TAKEN,r8889:u,21,21,24,23,22,21,28,19,20,21,23,22,21,18,18,22,21,20,24,19,21,23,24,22,22,19,24,20,23,20,26,24
BR_MISP_EXEC.DIRECT_NEAR_CALL.TAKEN,r9089:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR_MISP_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra089:u,35,34,33,33,35,32,34,22,30,33,33,34,35,31,34,25,35,33,28,32,35,32,32,34,35,33,28,34,31,35,35,34
BR_MISP_EXEC.ALL_BRANCHES,rff89:u,37858,37820,37957,37781,37801,37698,37849,37351,37601,37771,37738,37825,37807,37662,37801,37442,37814,37762,37572,37722,37851,37716,37712,37841,37812,37726,37597,37862,37783,37966,37934,37861
IDQ_UOPS_NOT_DELIVERED.CORE,r019c:u,66734895,66598154,66728671,66722360,67229965,67286630,67309873,67254395,67205242,67229117,67198479,67210951,67206045,67230595,67280452,67167317,67186130,67096446,66975681,67046744,67243898,67144749,67479889,67346984,67640274,67195011,67175053,67290191,67264771,67371150,67330515,67330658
UOPS_EXECUTED_PORT.PORT_0,r01a1:u,207105117,220873266,216434045,175564927,90891146,86027570,86035824,86503146,85980833,85987167,85900327,85626887,85773852,85748716,85530397,85662935,85161842,85088266,84980532,85071906,85343362,84530064,85211088,84896496,85418908,84992139,85097992,84683729,84998444,84635888,85410013,85139489
UOPS_EXECUTED_PORT.PORT_1,r02a1:u,70383746,76990272,88227604,83068115,77336684,76509666,76474087,76513307,76364348,76428124,76456827,76496940,76492049,76557078,76589210,76632098,76618387,76619939,76664866,76603990,76653132,76618780,76709835,76659262,76702181,76693947,76658409,76680971,76662339,76584782,76708175,76670118
UOPS_EXECUTED_PORT.PORT_2,r04a1:u,106636973,106012497,103765320,105311106,105316596,105420079,105296750,105129364,105203285,104976414,104642208,104688616,105259866,105414682,104689762,105474949,104925463,105467606,104536701,105398480,105235491,105496552,104995996,105246959,105293523,104911754,105683418,104391846,104683941,105141118,105127518,105390298
UOPS_EXECUTED_PORT.PORT_3,r08a1:u,101841102,102403419,104662198,103144305,103109616,103019786,103152229,103315146,103211249,103438826,103767550,103724932,103150894,103006494,103721466,102932730,103485456,102929896,103843717,102989307,103152382,102908889,103424575,103159127,103114207,103491762,102727120,104016945,103724104,103273128,103280484,103024213
