Performance counter,Mnemonic,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
L2_TRANS.L1D_WB,r10f0:u,12203,17023,17017,18943,12023,17326,17597,16626,11257,11360,11297,10771,10427,10234,10413,10227
L2_TRANS.L2_FILL,r20f0:u,224071,227573,228491,232355,227943,234064,231776,232738,225181,231612,224788,223245,223822,223676,216952,224777
L2_TRANS.L2_WB,r40f0:u,3355,3353,3353,3312,3395,3364,3400,3332,3674,3691,3586,3566,3468,3443,3453,3458
L2_TRANS.ALL_REQUESTS,r80f0:u,656963,672569,676620,704658,684678,734717,706940,715474,671247,702973,685625,643432,635596,648366,643504,644805
L2_LINES_IN.I,r01f1:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L2_LINES_IN.S,r02f1:u,1318,1375,1339,1352,1350,1313,1342,1356,1309,1370,1354,1338,1349,1346,1343,1324
L2_LINES_IN.E,r04f1:u,220791,223382,227055,229813,227450,231668,228907,232112,231373,223231,215906,221581,224903,228127,214435,221976
L2_LINES_IN.ALL,r07f1:u,222108,224757,228394,231164,228800,232981,230249,233468,232682,224601,217260,222918,226252,229473,215778,223300
L2_LINES_OUT.DEMAND_CLEAN,r05f2:u,38072,37756,37590,37164,36212,35942,36598,35947,36947,40750,45962,39793,37707,38471,47338,41531
L2_LINES_OUT.DEMAND_DIRTY,r06f2:u,1047,1051,1057,1057,1049,1058,1058,1061,1087,1080,1056,1075,1064,1076,1085,1048
