Performance counter,Mnemonic,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
L2_TRANS.DEMAND_DATA_RD,r01f0:u,38456,49058,33979,65525,42678,55300,52092,53240,52865,51759,41200,40460,32838,19550,29938,30579
L2_TRANS.RFO,r02f0:u,1159,1161,1164,1162,1161,1159,1161,1159,1157,1159,1159,1160,1161,1150,1152,1148
L2_TRANS.CODE_RD,r04f0:u,2400,2400,2409,2420,2380,2383,2478,2451,2337,2357,2383,2454,2525,2356,2399,2400
L2_TRANS.ALL_PF,r08f0:u,119816,119638,118809,118964,118930,118980,118872,120031,120052,119938,119742,121741,121269,120417,121766,119726
L2_TRANS.L1D_WB,r10f0:u,2370,2387,2441,2686,2437,2442,2450,2622,2559,2444,2734,2404,2369,2452,2572,2565
L2_TRANS.L2_FILL,r20f0:u,120288,120701,120364,120457,120355,120369,120323,120413,120392,120358,120456,120337,120269,120262,120343,120424
L2_TRANS.L2_WB,r40f0:u,3372,3482,3426,3475,3483,3400,3434,3459,3431,3466,3439,3432,3408,3436,3427,3489
L2_TRANS.ALL_REQUESTS,r80f0:u,369585,370288,368408,369631,368732,369107,368637,370618,370310,369861,371272,370438,369419,369675,371331,371382
L2_LINES_IN.I,r01f1:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L2_LINES_IN.S,r02f1:u,1444,1470,1458,1497,1453,1471,1443,1426,1412,1454,1489,1491,1445,1429,1465,1455
L2_LINES_IN.E,r04f1:u,118829,119090,118923,118876,118947,118867,118902,118908,118911,118867,119144,118852,118865,119051,118920,119120
L2_LINES_IN.ALL,r07f1:u,120273,120560,120381,120373,120400,120338,120345,120334,120322,120322,120633,120343,120310,120479,120385,120576
L2_LINES_OUT.DEMAND_CLEAN,r05f2:u,12079,13458,11240,10378,11033,10535,10738,11521,10965,11258,16174,13117,11808,15361,14471,16527
L2_LINES_OUT.DEMAND_DIRTY,r06f2:u,1455,1349,1394,1407,1384,1389,1416,1438,1393,1417,1449,1439,1486,1456,1513,1518
