Performance counter,Mnemonic,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
L2_RQSTS.ALL_RFO,re224:u,105539,107606,107655,109328,94204,96985,90786,82540,1912,1932,1960,1968,1914,1912,1926,1936
L2_RQSTS.CODE_RD_HIT,r4424:u,472,461,441,428,476,423,459,449,453,437,479,433,453,442,452,493
L2_RQSTS.CODE_RD_MISS,r2424:u,1715,1755,1633,1629,1681,1570,1729,1697,1677,1683,1694,1739,1641,1636,1680,1771
L2_RQSTS.ALL_DEMAND_MISS,r2724:u,157045,176159,176521,165313,153487,139463,151075,164213,144591,151147,135334,171169,195098,154602,183086,172992
L2_RQSTS.ALL_DEMAND_REFERENCES,re724:u,1267690,1284184,1276267,1287981,1321457,1324397,1318126,1336470,1116036,1099161,1078902,1061277,1025853,960268,969222,997942
L2_RQSTS.ALL_CODE_RD,re424:u,2125,2223,2049,2100,2169,2069,2077,2123,2476,2111,2118,2297,2218,2053,2090,2069
L2_RQSTS.L2_PF_HIT,r5024:u,70241,80426,83797,78303,85018,95145,97276,66835,92167,93883,86985,105511,66999,88575,93070,75134
L2_RQSTS.L2_PF_MISS,r3024:u,2496987,2498000,2511086,2470604,2473481,2561419,2570074,2425892,2519806,2537773,2567381,2545333,2465795,2517897,2537916,2488539
L2_RQSTS.ALL_PF,rf824:u,3574104,3520870,3571428,3480599,3647988,3669238,3691643,3760427,3750837,3492416,3791813,3603892,3379758,3593989,3609194,3556044
L2_RQSTS.MISS,r3f24:u,2868638,2864309,2873033,2859786,2877530,2873462,2893212,2906404,2890010,2832479,2914424,2862914,2800810,2875571,2870973,2885126
L2_RQSTS.REFERENCES,rff24:u,4830065,4801485,4851646,4759369,4963082,4998561,5008076,5066070,4854009,4631712,4874848,4712928,4422200,4578571,4588882,4540467
L2_DEMAND_RQSTS.WB_HIT,r5027:u,2525,2536,2727,2571,2526,2565,2613,2759,6798,5567,5744,5769,4582,3844,4044,3773
LONGEST_LAT_CACHE.REFERENCE,cache-references:u,367812,365566,369402,373497,354271,357693,367051,347197,353994,366133,363730,366216,366460,368023,374126,397274
LONGEST_LAT_CACHE.MISS,cache-misses:u,15504,8457,14908,13813,9220,9470,13066,10624,7303,9411,9875,10356,10726,7654,9511,22964
CPU_CLK_UNHALTED.THREAD_P,cycles:u,19548374,20170991,20774220,21157050,20956538,20894811,20899726,20715257,19168122,19801924,19169292,19548018,18598432,18508598,18666764,19092548
CPU_CLK_THREAD_UNHALTED.REF_XCLK,bus-cycles:u,504325,521026,535881,545609,541317,539160,539953,533831,495621,511163,496132,506227,480726,477836,483535,495519
L1D_PEND_MISS.PENDING,r0148:u,16602038,17618540,17433059,16662007,16952525,19069635,18192393,17963179,17169651,16941212,16523058,17559174,15541679,16355982,15743488,15026350
DTLB_STORE_MISSES.MISS_CAUSES_A_WALK,r0149:u,1459,1457,1458,1464,1457,1454,1451,1453,1458,1450,1451,1454,1451,1460,1457,1453
DTLB_STORE_MISSES.WALK_COMPLETED_4K,r0249:u,1167,1175,1175,1183,1175,1170,1167,1169,1174,1167,1167,1170,1167,1177,1173,1168
DTLB_STORE_MISSES.WALK_COMPLETED_2M_4M,r0449:u,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
DTLB_STORE_MISSES.WALK_COMPLETED,r0e49:u,1174,1172,1174,1178,1188,1174,1168,1176,1175,1173,1170,1173,1175,1171,1173,1174
DTLB_STORE_MISSES.WALK_DURATION,r1049:u,23752,23497,23716,23753,24135,23691,23561,23820,23654,23603,23594,23670,23711,23624,23646,23625
DTLB_STORE_MISSES.STLB_HIT_4K,r2049:u,1621,1559,1547,1581,1559,1562,1575,1573,1551,1549,1542,1582,1587,1531,1514,1561
DTLB_STORE_MISSES.STLB_HIT_2M,r4049:u,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4
DTLB_STORE_MISSES.STLB_HIT,r6049:u,1629,1543,1558,1581,1570,1567,1581,1601,1559,1550,1535,1539,1559,1542,1577,1544
DTLB_STORE_MISSES.PDE_CACHE_MISS,r8049:u,361,362,362,359,361,362,363,361,364,362,359,362,363,360,361,361
LOAD_HIT_PRE.SW_PF,r014c:u,0,0,0,0,17,35,18,11,25,19,8,6,12,7,10,9
LOAD_HIT_PRE.HW_PF,r024c:u,34893,40503,48091,119346,55652,48759,59711,111347,78689,45053,55850,43760,120945,47205,47856,64086
L1D.REPLACEMENT,r0151:u,2263091,2323989,2317817,2261240,2367389,2288426,2462018,2372679,2252400,2226878,2154242,2174108,2007288,2057481,1962381,2046912
MOVE_ELIMINATION.INT_NOT_ELIMINATED,r0458:u,2678,2669,2658,2686,2692,2693,2676,2706,2686,2674,2712,2721,2707,2675,2724,2687
MOVE_ELIMINATION.SIMD_NOT_ELIMINATED,r0858:u,28,27,32,46,26,48,33,42,43,35,33,40,38,36,19,32
MOVE_ELIMINATION.INT_ELIMINATED,r0158:u,31035,30861,30937,30951,31093,31099,31019,31183,31095,30945,31013,31164,31084,30904,31256,30992
MOVE_ELIMINATION.SIMD_ELIMINATED,r0258:u,106,101,96,97,97,89,100,97,97,112,108,93,92,106,89,97
CPL_CYCLES.RING0,r015c:u,670,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671
CPL_CYCLES.RING123,r025c:u,19377390,20013743,20671999,21169534,21273124,21038785,20902949,20799115,19790395,19738366,19360577,19066613,18295863,18611179,18439285,18466851
RS_EVENTS.EMPTY_CYCLES,r015e:u,339649,317661,330088,328491,333556,318707,320317,327573,325350,365527,310464,345753,355015,323944,327787,317634
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,r0160:u,17615738,14492439,19764792,17882136,18052228,19522859,13659641,14897542,15878587,16991189,15197852,15486905,14039166,17204155,15470838,18401510
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_CODE_RD,r0260:u,138185055,179410841,179293792,179122996,191634376,189256683,173542176,162883851,129005094,153905081,170116057,174231679,158478813,167337850,172504536,171871097
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_RFO,r0460:u,84892810,62060752,64079107,55672500,52032274,56388583,58388453,39083149,43746385,70615372,63111678,65459509,71560585,60595595,38768696,86272667
OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD,r0860:u,100708343,105479320,105140481,107619565,104283060,105759654,105288378,105145437,105318108,104132085,98385863,101455600,100286331,98262331,103110597,101358849
LOCK_CYCLES.SPLIT_LOCK_UC_LOCK_DURATION,r0163:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOCK_CYCLES.CACHE_LOCK_DURATION,r0263:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDQ.EMPTY,r0279:u,224668,198653,198530,192314,248415,201908,236490,193537,225593,202046,205096,223705,198734,204198,202937,190418
IDQ.MITE_UOPS,r0479:u,515273,395858,535893,497525,507087,560471,535826,377165,697683,448969,460089,430163,410926,539930,512603,447274
IDQ.DSB_UOPS,r0879:u,37835957,37790941,37792320,37879583,37843463,37726939,37779695,37922430,37737554,37771271,37709380,37868178,37850707,37822229,37862898,37889771
IDQ.MS_DSB_UOPS,r1079:u,2595,2600,2591,2583,2659,2614,2665,2630,2618,2608,2583,2604,2570,2675,2700,2595
IDQ.MS_MITE_UOPS,r2079:u,345361,352102,347974,350897,350017,354981,350926,348247,346936,349183,351795,353622,354591,360751,349577,349261
IDQ.MS_UOPS,r3079:u,347956,354702,350565,353480,352676,357595,353591,350877,349554,351792,354378,356226,357161,363425,352277,351856
IDQ.ALL_DSB_CYCLES_ANY_UOPS,r01001879:u,9610242,9618546,9601195,9627297,9630982,9589894,9624446,9629249,9579409,9629495,9585875,9630081,9598498,9614999,9628976,9592722
IDQ.ALL_DSB_CYCLES_4_UOPS,r04001879:u,9113652,9117285,9101087,9125895,9130940,9091667,9126268,9127577,9080941,9127719,9087598,9131066,9101088,9118802,9128392,9096012
IDQ.ALL_MITE_CYCLES_ANY_UOPS,r01002479:u,343399,337558,355284,325550,320425,366367,328714,323501,379806,320122,364545,324663,359220,344783,322035,355903
IDQ.ALL_MITE_CYCLES_4_UOPS,r04002479:u,106051,102757,110075,96409,92157,115615,96468,93966,123323,92657,117414,92866,109923,101018,93273,110146
IDQ.MITE_ALL_UOPS,r3c79:u,38662772,38632456,38645180,38641134,38673080,38638330,38654897,38636131,38670784,38654334,38627134,38665109,38647496,38641957,38628699,38628874
ICACHE.MISSES,r0280:u,1567,1270,1282,1276,1569,1269,1466,1262,1586,1342,1261,1519,1403,1330,1217,1297
ITLB_MISSES.MISS_CAUSES_A_WALK,r0185:u,500,497,496,489,499,491,490,499,495,486,491,480,489,485,482,490
ITLB_MISSES.WALK_COMPLETED_4K,r0285:u,225,219,216,216,220,212,218,219,214,220,213,211,209,213,213,211
ITLB_MISSES.WALK_COMPLETED_2M_4M,r0485:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITLB_MISSES.WALK_COMPLETED,r0e85:u,217,214,220,210,215,215,216,216,217,219,211,214,215,212,207,200
ITLB_MISSES.WALK_DURATION,r1085:u,7569,7539,7565,7196,7336,7446,7378,7330,7280,7414,7314,7330,7420,7256,7412,7215
ITLB_MISSES.STLB_HIT_4K,r2085:u,45,45,44,43,51,41,43,44,46,51,45,40,48,45,48,47
ITLB_MISSES.STLB_HIT_2M,r4085:u,2,1,2,1,3,2,1,3,2,1,2,1,3,2,1,1
ITLB_MISSES.STLB_HIT,r6085:u,48,43,46,46,53,47,43,50,44,44,52,42,49,45,49,47
ILD_STALL.LCP,r0187:u,28,24,29,27,30,24,25,31,31,31,26,29,27,34,31,29
ILD_STALL.IQ_FULL,r0487:u,146512,116014,136517,117108,118791,122840,119381,133561,118954,121550,110091,136825,113464,106582,131028,125577
BR_INST_EXEC.COND.NOTAKEN,r4188:u,32314,32359,32378,32463,32424,32411,32425,32498,32460,32509,32377,32439,32534,32313,32456,32557
BR_INST_EXEC.COND.TAKEN,r8188:u,196942,196941,196975,196850,196956,196941,196926,196875,196963,196859,196921,196866,196900,196955,196919,196828
BR_INST_EXEC.DIRECT_JMP.TAKEN,r8288:u,1023,1031,1034,1056,1040,1034,1041,1055,1042,1056,1025,1046,1068,1031,1053,1072
BR_INST_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8488:u,222,224,224,226,224,223,223,227,223,227,222,223,226,224,224,227
BR_INST_EXEC.RETURN_NEAR.TAKEN,r8888:u,1521,1516,1499,1524,1525,1512,1512,1523,1526,1527,1537,1521,1541,1502,1515,1524
BR_INST_EXEC.DIRECT_NEAR_CALL.TAKEN,r9088:u,1662,1667,1626,1670,1669,1640,1646,1670,1666,1666,1671,1646,1668,1624,1638,1648
BR_INST_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra088:u,149,150,148,150,150,150,150,150,150,150,150,150,150,149,150,150
BR_INST_EXEC.ALL_BRANCHES,rff88:u,233889,233900,233743,234004,233944,233793,233877,233972,234022,234105,234048,233934,234160,233701,233799,233932
BR_MISP_EXEC.COND.NOTAKEN,r4189:u,1221,1280,1219,1290,1238,1259,1231,1237,1239,1220,1250,1262,1213,1230,1268,1293
BR_MISP_EXEC.COND.TAKEN,r8189:u,1341,1493,1282,1446,1316,1386,1320,1327,1332,1303,1328,1391,1271,1280,1417,1464
BR_MISP_EXEC.INDIRECT_JMP_NON_CALL_RET.TAKEN,r8489:u,16,28,15,25,17,21,16,15,18,12,17,19,14,12,23,26
BR_MISP_EXEC.RETURN_NEAR.TAKEN,r8889:u,9,9,7,10,8,9,8,10,8,9,10,9,7,7,8,9
BR_MISP_EXEC.DIRECT_NEAR_CALL.TAKEN,r9089:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR_MISP_EXEC.INDIRECT_NEAR_CALL.TAKEN,ra089:u,9,10,11,14,10,12,16,13,13,11,14,11,8,9,11,15
BR_MISP_EXEC.ALL_BRANCHES,rff89:u,2595,2517,2590,2746,2578,2645,2782,2718,2721,2614,2744,2644,2452,2530,2571,2731
IDQ_UOPS_NOT_DELIVERED.CORE,r019c:u,167187,156942,242524,337906,167284,340769,393366,163544,336534,182025,320191,309906,160385,186624,324066,175047
UOPS_EXECUTED_PORT.PORT_0,r01a1:u,14293549,14780677,15111435,15226190,14944930,15155635,15393505,15133306,14268323,14256577,14242016,14177103,13746557,13751254,13846525,13898812
UOPS_EXECUTED_PORT.PORT_1,r02a1:u,12319199,12402286,12419689,12433484,12398407,12423655,12387185,12331766,12265687,12250246,12248635,12263313,12172174,12172717,12200592,12196971
UOPS_EXECUTED_PORT.PORT_2,r04a1:u,8745125,8743206,8746796,8748493,8748012,8746420,8747701,8746037,8744622,8744803,8741182,8742839,8744620,8742670,8744071,8742456
UOPS_EXECUTED_PORT.PORT_3,r08a1:u,8803093,8802752,8805823,8807570,8807759,8805844,8806727,8805818,8804578,8804735,8801126,8802552,8804582,8802695,8803676,8802305
UOPS_EXECUTED_PORT.PORT_4,r10a1:u,1124801,1123972,1125296,1124968,1125189,1125656,1124721,1126039,1125249,1124030,1121708,1122756,1121528,1121880,1122015,1121832
UOPS_EXECUTED_PORT.PORT_5,r20a1:u,1087338,1093699,1096174,1094984,1095800,1096693,1095012,1089944,1090882,1088287,1084903,1085012,1085456,1087596,1087096,1087670
UOPS_EXECUTED_PORT.PORT_6,r40a1:u,1184379,1191281,1195025,1190933,1191538,1193095,1191375,1186947,1183093,1180763,1176945,1175721,1178647,1180433,1174581,1178578
UOPS_EXECUTED_PORT.PORT_7,r80a1:u,531289,530555,530879,531565,530201,530479,530783,530147,532987,533145,533725,533823,532159,532885,533682,534106
RESOURCE_STALLS.ANY,r01a2:u,10724596,10019274,10622378,11362324,11129911,10838083,10379305,10545979,9755499,8947551,8783672,8992121,8030152,7979085,8752631,9363066
RESOURCE_STALLS.RS,r04a2:u,8253326,7224892,7661708,8459783,6866710,7142137,7322211,7937321,7407495,6729907,6545617,6801412,6141064,6147315,6555910,7199168
RESOURCE_STALLS.SB,r08a2:u,43733,33152,38507,33261,34429,35251,31245,33888,31982,32002,35004,31543,31667,31768,44889,35938
RESOURCE_STALLS.ROB,r10a2:u,16996,14661,16600,15577,13632,14332,14103,14955,15129,12790,15212,12573,13272,13329,17281,13753
CYCLE_ACTIVITY.CYCLES_L2_PENDING,r020001a3:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYCLE_ACTIVITY.CYCLES_LDM_PENDING,r020002a3:u,19550782,19797277,20614874,20694438,20929130,20899444,20090109,19780787,18892786,18856972,18398163,19944764,17920416,17690520,18835451,19016933
CYCLE_ACTIVITY.STALLS_L2_PENDING,r05a3:u,18459421,17254888,20299512,20106192,19257157,19952140,17056176,16554852,16438341,16377518,14376027,20746561,14974996,14060093,18859251,20057728
CYCLE_ACTIVITY.CYCLES_L1D_PENDING,r080008a3:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYCLE_ACTIVITY.STALLS_L1D_PENDING,r0c000ca3:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSD.UOPS,r01a8:u,301248,299164,299196,299113,299219,298660,299886,300292,300496,300720,300968,301111,300958,301086,301009,300672
ITLB.ITLB_FLUSH,r01ae:u,53,51,51,52,51,52,53,52,51,52,51,52,52,52,53,52
OFFCORE_REQUESTS.DEMAND_DATA_RD,r01b0:u,356696,368958,354583,358610,350356,380303,355322,381124,370120,365654,360042,370500,373554,374504,367403,410184
OFFCORE_REQUESTS.DEMAND_CODE_RD,r02b0:u,1648,1750,1678,1613,1631,1619,1526,1666,1829,1738,1579,1918,1681,1588,1597,1650
OFFCORE_REQUESTS.DEMAND_RFO,r04b0:u,1729,1870,1825,1837,1873,2000,2074,2031,1632,1658,1613,1650,1648,1681,1666,1669
OFFCORE_REQUESTS.ALL_DATA_RD,r08b0:u,2670748,2629393,2639545,2631752,2662803,2674789,2669293,2622222,2644616,2629091,2694179,2659255,2611732,2646914,2640924,2599588
UOPS_EXECUTED.CORE,r02b1:u,44778481,44874182,44774466,44823513,44771203,44774611,44766639,44770360,44793914,44773904,44764751,45292985,44789298,44767928,45231585,44850514
PAGE_WALKER_LOADS.DTLB_L1,r11bc:u,4926,5136,5006,5019,5106,5142,5038,5053,5010,5080,5037,5083,5055,5073,5144,5067
PAGE_WALKER_LOADS.ITLB_L1,r21bc:u,366,369,358,368,361,361,367,368,362,367,365,355,364,363,364,365
PAGE_WALKER_LOADS.DTLB_L2,r12bc:u,116,110,101,108,132,112,98,107,100,105,120,131,102,103,111,105
PAGE_WALKER_LOADS.ITLB_L2,r22bc:u,21,20,20,19,19,20,19,19,18,19,18,20,18,19,21,19
PAGE_WALKER_LOADS.DTLB_L3,r14bc:u,110,120,105,109,135,115,109,103,113,112,112,105,106,111,119,107
PAGE_WALKER_LOADS.ITLB_L3,r24bc:u,28,28,27,29,29,28,32,28,28,30,28,28,28,29,28,28
PAGE_WALKER_LOADS.DTLB_MEMORY,r18bc:u,6,8,6,8,7,6,9,8,7,5,6,8,5,7,8,8
PAGE_WALKER_LOADS.ITLB_MEMORY,r28bc:u,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4
TLB_FLUSH.DTLB_THREAD,r01bd:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLB_FLUSH.STLB_ANY,r20bd:u,643,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644
INST_RETIRED.ANY_P,instructions:u,38510950,38510951,38510951,38510951,38510951,38510951,38510951,38510951,38510951,38510951,38510972,38510972,38510972,38510972,38510972,38510972
INST_RETIRED.ALL,r01c0:u,38510950,38510951,38510951,38510951,38510951,38510951,38510951,38510951,38510951,38510951,38510972,38510972,38510972,38510972,38510972,38510972
OTHER_ASSISTS.AVX_TO_SSE,r08c1:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTHER_ASSISTS.SSE_TO_AVX,r10c1:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTHER_ASSISTS.ANY_WB_ASSIST,r40c1:u,643,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644
UOPS_RETIRED.ALL,r01c2:u,44605219,44604692,44606957,44606728,44606436,44607435,44606422,44604828,44610572,44606442,44606074,44604020,44608790,44608944,44607005,44605608
UOPS_RETIRED.RETIRE_SLOTS,r02c2:u,38501775,38501940,38505312,38500686,38503037,38502556,38502827,38505051,38501169,38501683,38502260,38501386,38497716,38504085,38500876,38500125
MACHINE_CLEARS.MEMORY_ORDERING,r02c3:u,35,59,64,64,39,63,47,51,25,26,35,28,32,33,32,43
MACHINE_CLEARS.SMC,r04c3:u,319,309,407,273,341,329,332,411,280,292,316,297,178,376,267,254
MACHINE_CLEARS.MASKMOV,r20c3:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR_INST_RETIRED.ALL_BRANCHES,branch-instructions:u,230128,230129,230129,230129,230129,230129,230129,230129,230129,230129,230135,230135,230135,230135,230135,230135
BR_INST_RETIRED.CONDITIONAL,r01c4:u,225695,225695,225695,225695,225695,225695,225695,225695,225695,225695,225701,225701,225701,225701,225701,225701
BR_INST_RETIRED.NEAR_CALL,r02c4:u,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364
BR_INST_RETIRED.ALL_BRANCHES,r04c4:u,230128,230129,230129,230129,230129,230129,230129,230129,230129,230129,230135,230135,230135,230135,230135,230135
BR_INST_RETIRED.NEAR_RETURN,r08c4:u,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360
BR_INST_RETIRED.NOT_TAKEN,r10c4:u,32178,32180,32180,32180,32180,32180,32180,32180,32180,32180,32185,32185,32185,32185,32185,32185
BR_INST_RETIRED.NEAR_TAKEN,r20c4:u,197280,197278,197278,197278,197278,197278,197278,197278,197278,197278,197279,197279,197279,197279,197279,197279
BR_INST_RETIRED.FAR_BRANCH,r40c4:u,670,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671
BR_MISP_RETIRED.ALL_BRANCHES,branch-misses:u,2453,2413,2279,2398,2329,2305,2422,2298,2505,2338,2374,2355,2276,2421,2361,2347
BR_MISP_RETIRED.CONDITIONAL,r01c5:u,2414,2378,2260,2365,2303,2277,2387,2274,2462,2310,2346,2325,2252,2385,2329,2318
BR_MISP_RETIRED.ALL_BRANCHES,r04c5:u,2453,2413,2279,2398,2329,2305,2422,2298,2505,2338,2374,2355,2276,2421,2361,2347
BR_MISP_RETIRED.NEAR_TAKEN,r20c5:u,1287,1268,1152,1246,1192,1179,1265,1171,1321,1207,1228,1214,1170,1259,1225,1213
FP_ASSIST.X87_OUTPUT,r02ca:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FP_ASSIST.X87_INPUT,r04ca:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FP_ASSIST.SIMD_OUTPUT,r08ca:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FP_ASSIST.SIMD_INPUT,r10ca:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FP_ASSIST.ANY,r1eca:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROB_MISC_EVENTS.LBR_INSERTS,r20cc:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM_UOPS_RETIRED.STLB_MISS.LOADS,r11d0:u,483,496,486,482,480,492,506,470,491,476,489,480,479,484,500,465
MEM_UOPS_RETIRED.STLB_MISS.STORES,r12d0:u,282,282,282,282,282,283,282,282,282,282,282,282,282,282,282,282
MEM_UOPS_RETIRED.LOCK.LOADS,r21d0:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM_UOPS_RETIRED.LOCK.STORES,r22d0:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM_UOPS_RETIRED.SPLIT.LOADS,r41d0:u,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2
MEM_UOPS_RETIRED.SPLIT.STORES,r42d0:u,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MEM_UOPS_RETIRED.ALL.LOADS,r81d0:u,16861247,16862584,16862567,16862044,16862579,16858372,16862702,16862602,16862618,16859524,16861904,16857667,16862830,16861550,16862530,16862294
MEM_UOPS_RETIRED.ALL.STORES,r82d0:u,1099622,1099622,1099622,1099622,1099622,1099622,1099622,1099622,1099622,1099622,1099622,1099622,1099622,1099622,1099622,1099622
MEM_LOAD_UOPS_RETIRED.L1_HIT,r01d1:u,9181273,9324205,9403106,9361289,9237466,9061738,9144830,9197678,9718589,9751121,9653087,9814012,10468253,10388189,10451627,10429985
MEM_LOAD_UOPS_RETIRED.L2_HIT,r02d1:u,976641,789465,779351,756155,814947,1022458,1049910,1058058,939116,928158,919903,907568,785069,799042,790932,799394
MEM_LOAD_UOPS_RETIRED.L3_HIT,r04d1:u,159081,135629,138155,146753,122378,149093,139046,123519,129928,160511,128959,177868,133633,149291,151929,146984
MEM_LOAD_UOPS_RETIRED.L1_MISS,r08d1:u,1142248,923044,921509,931092,948712,1175559,1192215,1187614,1074432,1114496,1058120,1128752,918796,961299,948966,962254
MEM_LOAD_UOPS_RETIRED.L2_MISS,r10d1:u,163532,141784,143216,151421,126371,158333,144791,127319,133887,166045,134204,184679,137821,156889,163171,153563
MEM_LOAD_UOPS_RETIRED.L3_MISS,r20d1:u,4445,6150,5052,4661,3985,9233,5739,3793,3952,5530,5240,6797,4180,7592,11235,6573
MEM_LOAD_UOPS_RETIRED.HIT_LFB,r40d1:u,6484318,6618621,6623750,6359296,6722847,6578017,6512015,6526215,6072836,6079714,6167823,6106379,5565650,5595221,5683002,5526152
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_MISS,r01d2:u,1,1,1,0,3,1,1,4,0,3,1,3,1,0,0,0
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HIT,r02d2:u,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HITM,r04d2:u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
