Performance counter,Mnemonic,Correlation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
MEM_LOAD_UOPS_RETIRED.HIT_LFB,r40d1:u,0.58763022438,167229,175335,190862,220961,245120,262410,251361,193405,229896,193498,171181,91526,50089,57827,195511,95938
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_MISS,r01d2:u,0.0975006016001,-1,-1,0,0,0,-1,-1,0,-1,-1,0,-1,-1,0,0,-1
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HIT,r02d2:u,-0.23255312991,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HITM,r04d2:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_NONE,r08d2:u,-0.672181874173,562,105,97,205,135,245,193,376,763,603,581,169,159,704,436,483
MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM,r01d3:u,-0.651729462149,183,33,20,30,29,53,56,194,217,296,236,80,22,242,95,132
BACLEARS.ANY,r1fe6:u,-0.168695481924,26,21,34,25,31,34,29,33,31,26,27,33,30,29,27,35
L2_TRANS.DEMAND_DATA_RD,r01f0:u,0.465542999458,29312,29574,31973,50098,40316,51261,46231,46790,53700,43922,35068,20136,10119,23382,15334,13153
L2_TRANS.RFO,r02f0:u,0.308978676048,3,3,3,3,2,4,3,4,3,3,3,3,1,2,2,3
L2_TRANS.CODE_RD,r04f0:u,0.237517996351,34,25,41,34,40,43,25,33,34,28,35,28,20,32,34,39
L2_TRANS.ALL_PF,r08f0:u,-0.331779493469,115394,115098,115339,115209,115259,115386,115602,115447,115331,115394,115419,115213,115287,115370,115304,116020
L2_TRANS.L1D_WB,r10f0:u,0.101878904986,43,110,166,84,72,273,53,259,133,56,104,132,76,101,141,146
L2_TRANS.L2_FILL,r20f0:u,0.59934885186,115163,115122,115164,115157,115122,115161,115127,115116,115114,115091,115106,115120,115137,115084,115086,115125
L2_TRANS.L2_WB,r40f0:u,0.369486254426,6,11,87,39,25,45,24,36,32,17,26,35,36,13,27,31
L2_TRANS.ALL_REQUESTS,r80f0:u,-0.0481239513627,346592,345727,346544,345790,345937,346544,345832,346002,345782,345964,345868,345932,346341,345908,345920,346703
L2_LINES_IN.I,r01f1:u,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L2_LINES_IN.S,r02f1:u,0.227142474399,21,20,28,25,36,32,28,32,28,21,23,24,26,19,28,29
L2_LINES_IN.E,r04f1:u,0.663956837674,115135,115106,115138,115127,115117,115117,115088,115090,115105,115089,115066,115092,115101,115053,115086,115069
L2_LINES_IN.ALL,r07f1:u,0.663727791169,115157,115127,115167,115152,115153,115150,115116,115123,115134,115110,115089,115117,115127,115073,115115,115099
L2_LINES_OUT.DEMAND_CLEAN,r05f2:u,-0.51147787133,4908,3217,3750,3676,3750,3604,3434,3740,3659,3678,3397,3912,4268,4007,4224,4309
L2_LINES_OUT.DEMAND_DIRTY,r06f2:u,-0.17927222222,-12,-7,-12,-12,-6,-2,-7,-10,-3,-8,-6,-6,-7,4,-14,-9
